age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
72,Private,238387,Assoc-acdm,5,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,Cuba,<=50K
38,Private,193659,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,Laos,<=50K
19,?,370621,Bachelors,13,Never-married,?,Own-child,Black,Male,6,0,26,United-States,<=50K
59,Self-emp-inc,112155,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,Japan,<=50K
42,Self-emp-inc,53201,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,1,81,United-States,>50K
62,Private,278977,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0,50,United-States,<=50K
69,Private,167028,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,22,United-States,<=50K
37,Private,83861,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,15,0,50,Germany,>50K
38,Private,134293,7th-8th,6,Never-married,Handlers-cleaners,Not-in-family,Black,Male,3,0,40,United-States,<=50K
21,Private,261772,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,6,0,31,United-States,<=50K
32,Private,161819,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,12,1,40,United-States,<=50K
40,Self-emp-inc,489493,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,12,0,50,United-States,>50K
35,Federal-gov,298246,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
24,Private,87050,1st-4th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,19,0,40,United-States,<=50K
35,Private,101704,7th-8th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,17,0,40,United-States,<=50K
48,Self-emp-not-inc,217536,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
58,Federal-gov,219690,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,283851,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,6,0,46,United-States,<=50K
36,Private,125189,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,71,United-States,<=50K
33,Private,313436,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15213,0,49,United-States,>50K
32,?,190019,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,255190,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,19,1,45,United-States,<=50K
65,Private,212080,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,21,United-States,<=50K
47,Private,214232,7th-8th,4,Never-married,Sales,Other-relative,Other,Female,0,0,43,Dominican-Republic,<=50K
25,Private,132415,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,50,United-States,<=50K
39,Private,96478,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14790,0,49,United-States,>50K
49,Federal-gov,319631,Some-college,10,Divorced,Sales,Unmarried,White,Female,17,0,40,United-States,<=50K
58,Local-gov,314265,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4089,0,50,Cuba,>50K
30,Self-emp-not-inc,189883,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,9,0,46,United-States,<=50K
50,Private,344871,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
23,State-gov,61045,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
38,Private,83424,9th,4,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,22,China,<=50K
39,Federal-gov,120937,HS-grad,9,Separated,Tech-support,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
43,Local-gov,200831,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
30,Private,133097,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2,1,24,United-States,>50K
57,Private,353963,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,7606,0,50,United-States,>50K
26,Private,502702,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,215230,7th-8th,3,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,192576,Some-college,10,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,20,0,45,South,<=50K
26,?,247397,Bachelors,13,Divorced,?,Not-in-family,White,Male,3585,0,40,United-States,<=50K
26,Private,325381,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Male,0,1,40,Nicaragua,<=50K
25,Federal-gov,193453,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,22,?,<=50K
39,Private,206511,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,Honduras,<=50K
45,Private,148661,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,44,United-States,>50K
32,Private,372048,10th,6,Widowed,Sales,Unmarried,Black,Female,0,0,31,United-States,<=50K
45,Private,172558,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,1,1,40,?,>50K
60,Private,171288,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,22,0,40,United-States,>50K
41,Private,109858,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,21,0,49,United-States,>50K
26,Private,35941,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,12,United-States,<=50K
38,Private,281271,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,50,United-States,>50K
38,Private,275866,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,United-States,>50K
44,?,112370,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,31,United-States,<=50K
23,Private,180796,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,40,India,<=50K
43,Self-emp-inc,55892,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,1,50,?,>50K
18,Private,114897,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,6,1,20,Nicaragua,<=50K
52,Private,124314,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
50,Private,184730,Preschool,2,Married-civ-spouse,Other-service,Husband,White,Male,30,0,40,Mexico,<=50K
20,Private,94829,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,21,0,36,United-States,<=50K
54,Private,224144,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,67,United-States,<=50K
42,Private,134265,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,13,0,40,Mexico,>50K
32,Private,263184,Assoc-acdm,13,Divorced,Other-service,Not-in-family,Black,Female,3,0,40,?,<=50K
39,Private,366545,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,United-States,<=50K
23,Private,362808,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
21,State-gov,214634,Some-college,10,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,17,0,31,United-States,<=50K
24,Private,307249,12th,7,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,1,0,30,Nicaragua,<=50K
59,State-gov,120572,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
23,?,152825,7th-8th,4,Married-civ-spouse,?,Wife,Other,Female,3,0,40,Puerto-Rico,<=50K
26,Private,129212,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,1,0,59,United-States,<=50K
52,Private,32918,11th,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,13,0,40,Philippines,<=50K
34,Federal-gov,236383,12th,16,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,6,0,50,?,<=50K
36,Local-gov,367311,Masters,14,Married-civ-spouse,Protective-serv,Wife,White,Male,29,0,40,United-States,<=50K
46,Without-pay,56769,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,40,United-States,<=50K
50,Without-pay,39383,12th,7,Married-civ-spouse,Sales,Wife,White,Male,4,0,50,United-States,<=50K
27,Private,272432,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
43,Local-gov,233308,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,1,95,United-States,>50K
41,Self-emp-not-inc,289627,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7856,0,50,United-States,>50K
36,Private,217098,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,431943,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,?,<=50K
20,Private,230273,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
39,Private,231036,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,46,?,<=50K
43,Self-emp-inc,106873,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,2,0,49,Japan,<=50K
28,Private,233835,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
34,Private,178670,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,<=50K
38,Private,364896,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,United-States,<=50K
54,Local-gov,183569,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
24,State-gov,146182,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
47,State-gov,92480,Doctorate,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,12,0,23,Philippines,<=50K
31,Federal-gov,33062,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,1,40,United-States,<=50K
60,Federal-gov,252101,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,17,0,40,United-States,<=50K
57,Private,135771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,8,0,30,?,<=50K
29,Private,155621,Bachelors,13,Widowed,Machine-op-inspct,Not-in-family,Black,Female,14,1,40,?,<=50K
33,Private,89885,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,59,Iran,>50K
46,Private,344820,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Local-gov,105852,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Local-gov,333362,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
23,Private,103616,Bachelors,13,Never-married,Other-service,Own-child,Other,Female,4,0,40,United-States,<=50K
53,Self-emp-not-inc,184391,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,1,66,United-States,<=50K
45,Private,140962,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,44,United-States,<=50K
32,Private,379842,Assoc-acdm,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,13,0,40,United-States,<=50K
53,Private,251534,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,24,1,40,United-States,<=50K
43,Private,133030,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,35,?,<=50K
35,State-gov,251577,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,1,37,United-States,<=50K
47,Private,228120,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,16,0,50,United-States,<=50K
87,Self-emp-inc,258020,11th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,6,0,40,Canada,<=50K
21,Private,227436,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,1,10,United-States,<=50K
25,Private,189217,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,37,Outlying-US(Guam-USVI-etc),<=50K
33,Private,315521,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,1,40,United-States,<=50K
57,State-gov,509287,10th,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
47,State-gov,106474,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,12,0,40,United-States,>50K
78,Private,330858,Preschool,2,Married-civ-spouse,Other-service,Husband,White,Male,8,0,40,Ecuador,<=50K
59,?,221353,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Local-gov,248297,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,40,United-States,>50K
31,State-gov,353623,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,138239,5th-6th,4,Married-civ-spouse,Other-service,Husband,White,Male,15,0,22,United-States,<=50K
49,Local-gov,209334,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,1,22,United-States,>50K
39,Private,409860,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,10,0,49,?,>50K
33,Self-emp-inc,162735,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,1,58,United-States,<=50K
82,Private,107880,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,Philippines,>50K
34,Private,112996,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,India,<=50K
45,Private,92159,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,13,0,40,United-States,<=50K
34,Without-pay,330127,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
43,State-gov,236769,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,11,0,40,United-States,>50K
59,Private,375460,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2,1,40,United-States,<=50K
43,Private,243090,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,>50K
21,Private,235274,HS-grad,9,Never-married,Tech-support,Not-in-family,Other,Male,0,0,31,Dominican-Republic,<=50K
39,Local-gov,117005,10th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,51,United-States,<=50K
51,Federal-gov,158164,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,45,United-States,<=50K
36,Private,301224,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,8,0,40,United-States,<=50K
37,Local-gov,321792,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,7,0,40,?,<=50K
70,State-gov,182609,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15482,0,60,United-States,>50K
60,Self-emp-inc,302454,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,31,Canada,<=50K
39,Private,308504,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K
38,State-gov,111521,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,29,United-States,<=50K
21,Federal-gov,414767,Some-college,10,Divorced,?,Own-child,White,Male,3,0,31,United-States,<=50K
22,Private,51365,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,22,United-States,<=50K
26,Private,231561,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Puerto-Rico,<=50K
51,Private,116664,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,17,0,65,El-Salvador,<=50K
36,Private,300750,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,1,40,?,<=50K
35,Private,184958,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,5,1,61,United-States,>50K
40,Private,279061,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,1,40,United-States,<=50K
35,Self-emp-inc,162133,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,102827,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,6,0,50,India,<=50K
42,Private,123158,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,Yugoslavia,<=50K
36,State-gov,109975,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,57,United-States,<=50K
31,State-gov,261705,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,20,Philippines,<=50K
44,Private,127398,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,159008,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,19,United-States,<=50K
20,Private,96655,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
55,State-gov,205815,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,5,0,40,United-States,<=50K
38,Private,314923,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,1,40,United-States,<=50K
49,Self-emp-inc,383047,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7686,0,44,United-States,>50K
50,Private,185779,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1,40,United-States,<=50K
60,Private,115217,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,113267,Assoc-acdm,13,Never-married,Other-service,Own-child,White,Female,0,0,31,United-States,<=50K
33,Private,210156,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,1,40,United-States,<=50K
59,?,235967,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,0,1855,23,United-States,<=50K
18,Private,52174,10th,7,Never-married,Armed-Forces,Own-child,White,Male,0,0,31,Mexico,<=50K
52,State-gov,121423,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,21,0,45,United-States,>50K
25,State-gov,506955,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,11,0,40,Cambodia,<=50K
51,Private,367463,9th,6,Married-civ-spouse,Sales,Husband,White,Male,8,1,50,United-States,>50K
45,Federal-gov,221007,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Without-pay,58922,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
23,Private,251520,Assoc-acdm,13,Never-married,Sales,Own-child,White,Male,10,0,30,United-States,<=50K
33,Private,130354,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
65,Private,110076,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,0,85,United-States,>50K
59,?,114947,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
22,?,145667,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,0,0,31,United-States,<=50K
21,Private,305872,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,32,Taiwan,<=50K
26,Self-emp-not-inc,185058,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,71,England,<=50K
43,Private,255767,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,?,<=50K
31,Private,276274,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,7,0,40,United-States,<=50K
35,?,104876,9th,3,Divorced,?,Unmarried,White,Female,3694,0,20,United-States,<=50K
70,?,137336,10th,7,Married-civ-spouse,?,Husband,White,Female,6,0,8,United-States,<=50K
57,?,180978,HS-grad,9,Widowed,?,Unmarried,Black,Female,0,0,35,United-States,<=50K
45,Local-gov,139987,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,1,40,Poland,<=50K
32,Private,135806,11th,7,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,3186,0,40,?,<=50K
53,Private,120963,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,2669,0,40,United-States,<=50K
35,Private,313689,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3190,0,44,United-States,>50K
20,Private,83762,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,6,0,40,Mexico,<=50K
71,Self-emp-inc,79906,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,51,United-States,<=50K
37,State-gov,122153,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,8,0,40,?,<=50K
36,Private,102782,1st-4th,3,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,Dominican-Republic,<=50K
32,Private,58919,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,45,United-States,<=50K
32,Self-emp-inc,350956,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,7373,1,40,Poland,<=50K
34,Federal-gov,149031,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,7,0,19,United-States,<=50K
48,Private,165664,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,44,Dominican-Republic,<=50K
32,Private,166412,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
46,Private,114430,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,7191,1,40,United-States,>50K
51,Self-emp-inc,327278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,77,United-States,>50K
46,Private,207925,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,8,0,40,United-States,<=50K
42,Local-gov,255167,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Federal-gov,402436,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
45,Local-gov,385959,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,51,United-States,<=50K
57,Private,202763,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,495523,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,32,United-States,<=50K
48,Self-emp-inc,169228,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,8,0,49,United-States,>50K
48,Private,331511,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,3,2174,40,Thailand,<=50K
35,Private,147622,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10,0,50,United-States,<=50K
38,Self-emp-not-inc,521203,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
50,Federal-gov,120500,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,1,40,United-States,<=50K
40,Private,116925,12th,9,Married-civ-spouse,Sales,Husband,White,Female,3593,0,56,?,<=50K
35,Federal-gov,279530,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,Self-emp-inc,182472,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,22,El-Salvador,<=50K
29,Self-emp-inc,263245,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,51,United-States,>50K
41,State-gov,46073,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
33,Private,144126,11th,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,2,0,40,China,<=50K
32,Private,303728,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
25,State-gov,124374,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
33,Private,254814,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,15028,0,50,Taiwan,>50K
38,Private,176764,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,7293,0,40,United-States,<=50K
58,Private,176998,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,9,0,40,United-States,<=50K
19,Private,259899,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,4,0,40,United-States,<=50K
35,Private,411676,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States,<=50K
28,?,291395,HS-grad,9,Married-AF-spouse,?,Wife,Black,Female,0,0,40,United-States,<=50K
40,State-gov,146666,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3219,0,50,?,>50K
47,Private,330905,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,40,United-States,<=50K
49,Self-emp-inc,78766,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,1,50,Scotland,>50K
35,Private,205295,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,31,United-States,<=50K
40,Private,147740,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
33,Private,171751,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,2,0,50,United-States,>50K
37,Private,72459,9th,6,Never-married,Other-service,Not-in-family,White,Female,6,0,40,Germany,<=50K
29,Private,98463,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,54,United-States,<=50K
45,Private,211487,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3660,0,51,?,<=50K
37,Self-emp-not-inc,154387,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,19,0,50,United-States,<=50K
62,Federal-gov,240036,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,14934,0,40,United-States,>50K
19,Private,173612,10th,7,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Local-gov,166644,Assoc-acdm,13,Never-married,Craft-repair,Other-relative,White,Female,21,0,40,El-Salvador,<=50K
60,Private,84593,HS-grad,9,Divorced,Sales,Unmarried,White,Female,7451,1,40,United-States,<=50K
40,Private,174944,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,6,0,17,United-States,>50K
35,Self-emp-inc,227888,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,>50K
46,Private,297697,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,226932,12th,6,Never-married,Handlers-cleaners,Own-child,White,Male,27,0,40,?,<=50K
19,Private,295533,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,1,32,United-States,<=50K
40,Private,97899,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,<=50K
22,Private,241573,5th-6th,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,3621,0,50,Trinadad&Tobago,<=50K
49,State-gov,45834,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,26,?,<=50K
31,Self-emp-not-inc,86566,HS-grad,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,1,24,United-States,<=50K
52,Private,218844,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,10,0,45,United-States,<=50K
28,Private,297186,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,1,40,United-States,<=50K
27,State-gov,273913,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7692,0,51,United-States,>50K
