age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
57,unemployed,married,unknown,no,1019,no,no,cellular,18,sep,641,1,-1,0,unknown,yes
43,management,married,tertiary,no,2714,yes,yes,cellular,3,apr,188,2,-1,0,unknown,yes
53,retired,married,secondary,no,444,yes,no,unknown,8,feb,799,1,-1,0,unknown,yes
36,technician,single,secondary,no,1909,yes,no,cellular,5,may,412,1,0,0,unknown,no
18,student,single,unknown,no,4258,no,no,cellular,4,oct,651,1,0,0,unknown,yes
60,unemployed,married,secondary,no,2301,no,no,cellular,19,jan,74,1,0,0,unknown,no
23,blue-collar,single,secondary,no,3599,yes,no,unknown,17,may,557,2,-1,0,unknown,yes
32,admin.,single,unknown,no,160,no,yes,cellular,14,jul,275,1,-1,0,unknown,yes
40,unknown,single,unknown,no,513,no,no,cellular,30,may,167,7,-1,0,unknown,no
47,retired,married,secondary,no,11504,no,no,cellular,15,feb,57,1,173,1,success,no
34,technician,single,secondary,no,501,yes,no,cellular,18,nov,187,1,-1,0,unknown,no
70,retired,married,primary,no,3267,no,no,cellular,3,feb,589,1,180,4,success,yes
56,retired,married,primary,no,1400,no,yes,unknown,19,jun,185,1,-1,0,unknown,yes
45,management,married,primary,no,213,no,no,cellular,25,jul,190,20,0,0,unknown,no
40,technician,single,unknown,no,4995,yes,no,unknown,22,feb,190,11,-1,0,unknown,no
54,management,married,tertiary,no,13167,yes,no,cellular,29,aug,208,2,-1,0,unknown,no
59,retired,married,primary,no,-238,no,no,telephone,17,feb,311,1,-1,0,unknown,yes
31,technician,single,unknown,no,5660,yes,no,cellular,20,feb,164,1,175,1,failure,no
43,retired,married,tertiary,no,71,no,no,cellular,12,oct,1365,3,-1,0,unknown,yes
31,student,single,secondary,no,825,yes,no,cellular,18,nov,596,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,1274,no,no,cellular,20,may,439,3,-1,0,unknown,no
37,management,married,tertiary,no,9210,no,no,cellular,5,aug,626,2,101,6,success,yes
40,management,married,tertiary,no,6366,no,no,cellular,22,jun,55,8,0,0,unknown,no
55,technician,married,tertiary,no,1606,no,no,cellular,19,dec,1399,2,-1,0,unknown,yes
35,blue-collar,single,primary,no,136,yes,yes,cellular,19,may,450,3,325,0,other,no
26,blue-collar,single,unknown,no,50,yes,no,unknown,12,jun,206,3,0,0,unknown,yes
38,management,married,tertiary,yes,2331,no,no,cellular,8,mar,155,2,-1,0,unknown,yes
47,management,married,tertiary,no,4556,yes,no,cellular,20,jul,711,2,-1,0,unknown,yes
57,management,married,tertiary,no,25224,no,no,cellular,19,nov,416,1,-1,0,unknown,yes
35,admin.,single,secondary,no,322,no,no,unknown,6,may,144,3,0,0,unknown,no
57,retired,married,secondary,no,743,no,no,cellular,4,sep,692,1,178,1,success,yes
31,admin.,married,tertiary,no,207,yes,yes,cellular,27,jul,343,12,-1,0,unknown,no
33,management,single,tertiary,no,952,yes,yes,cellular,26,aug,738,3,0,0,unknown,yes
32,technician,married,tertiary,no,5536,yes,no,cellular,17,nov,314,2,-1,0,unknown,no
48,unemployed,married,secondary,no,1079,no,no,cellular,20,nov,1271,2,-1,0,unknown,yes
28,self-employed,single,unknown,no,213,no,yes,telephone,21,jul,216,7,-1,0,unknown,no
29,technician,single,unknown,no,360,yes,no,cellular,12,may,14,1,173,2,failure,no
62,management,married,tertiary,no,8763,yes,yes,telephone,2,jun,177,3,-1,0,unknown,no
33,technician,married,secondary,no,272,yes,yes,cellular,16,may,217,2,0,0,unknown,no
29,services,single,secondary,no,1149,no,no,cellular,17,aug,62,1,-1,0,unknown,no
38,technician,divorced,secondary,no,2753,yes,no,unknown,15,may,92,3,-1,0,unknown,no
56,blue-collar,married,primary,no,4942,yes,no,cellular,14,may,2,1,347,1,other,no
57,technician,married,secondary,no,502,yes,no,cellular,20,feb,826,1,-1,0,unknown,no
38,management,single,tertiary,no,9504,no,no,cellular,8,feb,135,2,-1,0,unknown,yes
32,blue-collar,single,primary,yes,-57,yes,no,unknown,16,may,562,3,-1,0,unknown,no
34,management,single,secondary,no,4658,yes,no,cellular,30,may,1078,3,0,0,unknown,yes
28,technician,single,secondary,no,-1,no,no,cellular,5,may,335,1,-1,0,unknown,yes
31,technician,single,secondary,no,205,yes,no,unknown,8,may,462,1,0,0,unknown,yes
38,admin.,married,secondary,no,2995,yes,no,unknown,4,jun,280,1,-1,0,unknown,no
26,technician,married,secondary,no,786,yes,yes,cellular,20,jul,214,1,65,1,success,no
44,blue-collar,married,unknown,no,280,yes,no,cellular,12,feb,241,3,-1,0,unknown,yes
30,blue-collar,married,primary,no,485,yes,no,cellular,20,nov,795,8,-1,0,unknown,no
38,management,divorced,tertiary,no,232,yes,yes,cellular,14,may,487,2,-1,3,unknown,no
36,management,married,tertiary,no,2338,yes,no,cellular,22,aug,142,2,-1,6,success,no
53,admin.,married,tertiary,no,2810,no,no,cellular,9,nov,564,3,-1,0,unknown,yes
44,management,married,tertiary,no,1098,no,yes,cellular,6,aug,628,3,-1,0,unknown,no
37,management,married,tertiary,no,7926,no,no,cellular,11,aug,311,4,107,1,success,yes
35,admin.,married,tertiary,no,50,no,yes,cellular,7,aug,493,1,265,1,success,no
52,entrepreneur,married,primary,no,3402,yes,no,cellular,27,may,92,3,327,4,failure,yes
49,management,married,tertiary,no,985,yes,yes,cellular,14,nov,135,3,132,1,failure,no
29,blue-collar,single,secondary,no,1496,yes,no,unknown,3,feb,114,1,-1,0,unknown,no
28,student,single,tertiary,no,6054,no,no,cellular,16,feb,428,1,87,4,success,yes
56,management,single,tertiary,no,2771,no,no,cellular,21,nov,142,2,0,4,success,no
44,technician,single,secondary,no,1237,yes,no,cellular,21,nov,49,5,-1,0,unknown,no
33,technician,single,secondary,yes,1860,yes,no,cellular,20,aug,271,2,-1,0,unknown,no
45,blue-collar,married,primary,no,844,yes,no,cellular,20,jul,30,3,-1,0,unknown,no
33,management,married,tertiary,no,341,yes,no,unknown,20,may,247,1,-1,0,unknown,no
38,unknown,married,tertiary,no,-39,no,no,cellular,27,jul,89,3,-1,0,unknown,no
27,student,single,unknown,no,3412,no,no,cellular,14,jul,156,1,-1,0,unknown,no
41,management,single,tertiary,no,24755,no,no,cellular,15,oct,514,1,-1,0,unknown,yes
43,management,divorced,tertiary,no,1624,no,yes,cellular,14,sep,431,2,274,2,success,yes
36,technician,single,secondary,no,1208,no,no,cellular,24,nov,123,1,-1,0,unknown,no
33,services,married,secondary,no,1133,yes,no,cellular,13,jul,121,5,-1,0,unknown,no
30,management,single,tertiary,no,455,yes,no,cellular,23,may,363,1,-1,0,unknown,yes
54,management,married,tertiary,no,5125,no,no,unknown,26,jun,169,3,0,0,unknown,no
43,management,married,tertiary,no,2276,no,no,cellular,19,oct,278,1,95,2,success,yes
31,technician,single,secondary,yes,574,yes,no,unknown,19,may,109,8,-1,0,unknown,no
41,management,married,tertiary,no,1176,yes,yes,cellular,5,feb,59,8,-1,0,unknown,no
50,unknown,married,tertiary,no,1550,no,no,cellular,28,jul,391,8,-1,0,unknown,yes
52,retired,divorced,primary,no,1477,no,yes,telephone,13,feb,99,1,599,1,failure,no
38,management,married,tertiary,no,8239,no,yes,cellular,8,aug,441,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,2989,yes,no,cellular,16,may,262,2,340,2,other,yes
57,retired,married,primary,no,593,no,no,cellular,11,feb,553,1,92,4,other,no
38,management,married,tertiary,no,385,yes,no,cellular,23,jul,383,4,-1,0,unknown,no
34,technician,single,secondary,no,170,no,no,cellular,16,feb,232,3,-1,0,unknown,no
27,technician,married,secondary,no,150,no,no,cellular,20,aug,103,1,-1,0,unknown,no
30,admin.,single,secondary,no,4741,no,yes,cellular,4,nov,347,1,-1,0,unknown,no
29,management,single,secondary,no,70,yes,no,cellular,13,may,545,3,-1,0,unknown,yes
36,blue-collar,married,primary,no,298,yes,no,cellular,8,may,222,1,-1,0,unknown,no
34,management,single,tertiary,no,6885,yes,no,unknown,11,may,82,1,-1,0,unknown,no
48,management,single,tertiary,no,177,no,no,cellular,23,jul,673,1,-1,0,unknown,yes
32,management,married,tertiary,no,7116,no,no,cellular,9,dec,298,8,113,6,other,yes
44,management,divorced,secondary,no,413,yes,no,cellular,20,nov,54,1,522,1,failure,no
44,blue-collar,married,primary,no,5706,yes,no,cellular,10,may,685,2,-1,0,unknown,no
57,unemployed,single,secondary,no,-36,no,no,cellular,16,aug,1164,3,-1,0,unknown,yes
49,blue-collar,married,primary,no,415,no,yes,unknown,12,jun,191,2,-1,0,unknown,no
39,management,married,tertiary,no,2744,no,no,cellular,15,nov,168,1,104,9,success,yes
56,retired,married,tertiary,no,161,no,yes,cellular,8,aug,80,1,-1,0,unknown,no
36,admin.,single,secondary,no,4743,yes,no,cellular,13,oct,971,12,-1,0,unknown,yes
40,management,single,tertiary,no,5517,no,no,cellular,24,sep,303,1,0,0,unknown,yes
32,admin.,married,primary,no,1842,yes,yes,unknown,10,may,64,1,-1,0,unknown,no
33,technician,single,secondary,no,82,no,no,telephone,15,feb,393,4,-1,0,unknown,no
41,admin.,single,secondary,no,138,yes,no,unknown,2,may,989,3,0,0,unknown,no
61,retired,married,secondary,no,3366,no,no,telephone,14,feb,1211,2,-1,0,unknown,yes
48,technician,married,secondary,no,6599,yes,no,cellular,2,dec,307,1,-1,0,unknown,yes
46,management,married,tertiary,no,6614,yes,no,cellular,8,mar,591,1,-1,0,unknown,yes
39,admin.,divorced,secondary,no,1551,yes,yes,cellular,14,nov,824,1,288,1,unknown,no
39,management,married,secondary,no,1802,yes,no,cellular,13,may,1120,1,-1,0,unknown,yes
57,technician,single,tertiary,no,6001,yes,no,unknown,10,may,8,1,-1,0,unknown,no
28,management,single,tertiary,no,118,no,no,cellular,17,apr,596,1,174,1,failure,yes
20,student,single,unknown,no,383,no,no,cellular,13,oct,187,1,-1,0,unknown,no
36,admin.,single,secondary,no,630,yes,no,cellular,16,jun,250,1,-1,0,unknown,no
57,management,divorced,tertiary,no,3619,yes,no,unknown,9,jun,374,1,-1,0,unknown,no
80,retired,married,tertiary,no,1977,no,yes,cellular,10,nov,160,7,-1,0,unknown,no
32,student,married,secondary,no,137,no,no,cellular,9,may,365,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,230,no,no,cellular,28,jun,1133,3,-1,0,unknown,yes
50,retired,married,secondary,no,7663,yes,no,cellular,13,may,168,1,-1,0,unknown,yes
30,admin.,single,secondary,no,4294,yes,no,cellular,15,may,1002,1,175,7,success,yes
46,admin.,married,primary,yes,-3,yes,yes,unknown,11,may,413,3,-1,0,unknown,no
27,admin.,single,secondary,no,129,yes,no,cellular,21,aug,505,1,-1,0,unknown,no
40,unemployed,married,tertiary,no,176,no,yes,cellular,21,jul,363,2,-1,0,unknown,no
36,technician,single,tertiary,no,406,no,no,cellular,16,nov,216,1,182,1,success,yes
39,services,married,secondary,no,61,yes,yes,cellular,10,may,100,3,-1,0,unknown,no
38,management,married,primary,no,7827,yes,no,cellular,7,jul,294,1,-1,0,unknown,no
35,admin.,married,secondary,no,2846,yes,no,cellular,2,feb,176,1,310,6,success,yes
63,management,married,primary,no,-4,yes,no,telephone,21,jul,343,3,-1,0,unknown,no
39,technician,married,secondary,no,2343,yes,no,cellular,19,nov,539,2,98,6,success,yes
46,self-employed,married,tertiary,no,681,no,no,cellular,23,nov,462,1,0,0,unknown,no
46,management,married,tertiary,no,205,yes,yes,cellular,7,aug,366,3,-1,0,unknown,no
34,admin.,married,unknown,no,3266,no,no,telephone,29,feb,253,1,-1,0,unknown,no
38,management,married,tertiary,no,2977,yes,no,unknown,4,may,163,1,-1,0,unknown,no
28,unemployed,single,primary,no,8946,yes,no,unknown,5,may,21,2,-1,0,unknown,no
38,unemployed,married,tertiary,no,4643,no,yes,cellular,8,aug,1298,2,-1,0,success,yes
47,technician,married,primary,yes,4375,no,no,cellular,13,apr,653,3,-1,0,unknown,no
37,admin.,single,tertiary,no,2717,yes,no,unknown,3,may,745,1,-1,0,unknown,no
23,admin.,single,secondary,no,3817,no,no,cellular,24,nov,75,1,-1,0,unknown,yes
31,technician,single,tertiary,no,4209,no,no,cellular,16,feb,147,1,-1,0,unknown,yes
50,retired,married,primary,no,1283,no,no,cellular,23,feb,42,1,0,0,unknown,no
30,management,single,tertiary,no,-155,no,yes,cellular,20,nov,96,4,89,0,other,no
49,blue-collar,single,primary,no,782,yes,no,unknown,12,apr,297,2,-1,0,unknown,no
40,technician,married,secondary,no,3101,yes,no,unknown,18,jun,101,1,-1,0,unknown,no
26,student,single,unknown,no,397,no,no,cellular,25,mar,356,1,-1,0,unknown,yes
46,management,married,tertiary,no,2854,yes,no,cellular,7,may,94,1,284,9,success,no
33,technician,married,secondary,no,3723,no,no,cellular,27,aug,947,1,-1,0,unknown,yes
31,management,single,tertiary,no,13944,no,no,cellular,15,apr,86,1,-1,0,unknown,yes
37,blue-collar,married,tertiary,no,89,yes,yes,cellular,29,jul,45,2,-1,0,unknown,no
31,housemaid,married,secondary,no,212,yes,no,cellular,9,may,58,3,-1,0,unknown,no
21,student,single,secondary,no,283,no,no,cellular,13,may,313,1,0,0,unknown,yes
35,technician,single,secondary,no,1438,yes,no,cellular,13,may,412,1,288,4,other,no
40,self-employed,married,secondary,no,437,yes,no,unknown,5,jun,42,1,-1,0,unknown,no
32,services,married,secondary,no,965,yes,no,cellular,20,nov,225,1,276,1,failure,no
56,admin.,married,secondary,no,3265,no,no,cellular,14,feb,86,1,301,1,other,yes
42,management,married,tertiary,no,2285,yes,no,cellular,7,jun,273,3,108,3,failure,no
33,services,married,secondary,no,3802,no,no,cellular,19,nov,371,2,-1,0,unknown,no
31,technician,married,tertiary,no,184,yes,no,cellular,14,aug,320,3,-1,0,unknown,yes
51,management,married,tertiary,no,315,yes,no,cellular,8,may,115,7,-1,0,unknown,no
28,management,single,tertiary,no,1656,yes,no,cellular,23,jan,984,3,93,1,failure,yes
64,retired,married,secondary,no,3013,no,no,cellular,1,jun,260,1,-1,1,unknown,yes
40,management,married,tertiary,no,452,no,no,cellular,24,aug,104,7,-1,0,unknown,no
45,admin.,married,primary,no,264,yes,no,unknown,4,may,1062,1,-1,0,unknown,no
29,student,married,tertiary,no,1802,no,no,cellular,13,may,182,1,89,2,success,yes
35,admin.,divorced,secondary,no,1260,yes,no,cellular,12,feb,54,2,297,1,failure,no
37,services,married,secondary,no,5878,no,no,cellular,12,jul,672,3,-1,0,unknown,no
45,admin.,married,tertiary,no,1644,no,no,cellular,14,may,1201,1,181,2,success,yes
38,blue-collar,married,primary,no,4150,yes,no,unknown,7,may,1205,3,-1,0,unknown,yes
75,retired,married,secondary,no,1009,no,yes,cellular,5,jul,185,1,-1,3,unknown,no
38,management,married,tertiary,no,3279,no,no,cellular,23,sep,312,1,116,1,failure,yes
44,housemaid,married,unknown,no,850,no,no,cellular,19,jul,181,3,-1,0,unknown,no
43,retired,married,primary,no,366,no,no,cellular,25,feb,239,1,-1,0,unknown,no
55,admin.,married,secondary,no,2583,no,yes,unknown,3,jun,251,1,-1,0,unknown,no
44,services,married,secondary,no,273,yes,no,telephone,16,apr,86,1,-1,0,unknown,no
27,management,single,tertiary,no,2962,no,no,cellular,18,aug,519,3,-1,0,unknown,no
35,blue-collar,married,primary,no,413,yes,yes,unknown,8,may,212,2,-1,0,unknown,no
43,blue-collar,married,primary,no,335,no,no,cellular,8,jul,662,3,-1,0,unknown,no
49,blue-collar,married,secondary,yes,24,no,no,cellular,8,jun,220,1,363,1,success,yes
27,unemployed,single,unknown,no,316,yes,no,cellular,5,jun,963,3,-1,0,unknown,yes
49,technician,married,secondary,no,277,yes,no,cellular,13,aug,97,3,88,3,success,yes
26,technician,single,unknown,no,42,no,no,cellular,4,mar,322,1,113,4,success,yes
54,retired,married,tertiary,no,2237,no,no,cellular,20,aug,474,3,-1,0,unknown,yes
60,retired,married,unknown,no,5660,no,yes,unknown,27,jun,395,1,0,0,unknown,yes
36,technician,married,secondary,no,779,yes,no,cellular,15,may,103,1,345,2,success,no
36,blue-collar,single,primary,yes,-192,yes,no,cellular,5,may,518,2,-1,0,unknown,yes
32,services,married,primary,no,1,yes,yes,cellular,19,may,30,1,-1,0,unknown,no
38,unemployed,married,tertiary,no,157,no,no,cellular,20,sep,205,1,324,0,unknown,yes
33,admin.,married,unknown,no,555,yes,yes,unknown,28,may,2,2,0,0,unknown,no
41,management,married,tertiary,no,332,no,no,cellular,25,may,21,2,0,0,unknown,no
39,management,married,secondary,no,503,no,no,cellular,15,aug,198,3,91,1,failure,yes
22,student,single,secondary,no,259,no,no,cellular,7,feb,213,1,246,1,other,yes
49,technician,married,tertiary,no,5443,no,no,cellular,15,aug,91,5,0,0,unknown,no
29,management,single,tertiary,no,9541,yes,no,cellular,17,may,375,1,-1,0,failure,no
26,technician,single,unknown,no,1601,no,no,cellular,23,feb,254,1,84,5,success,yes
45,management,single,tertiary,no,2695,no,no,cellular,31,may,104,1,118,7,success,no
33,unemployed,married,tertiary,no,564,no,no,cellular,20,jun,104,1,-1,0,unknown,no
58,admin.,married,primary,no,-231,yes,no,unknown,12,jun,611,1,-1,0,unknown,no
36,management,married,tertiary,no,152,yes,yes,cellular,18,jun,223,1,-1,0,unknown,yes
29,technician,single,secondary,no,401,no,no,cellular,19,aug,300,2,-1,0,unknown,no
43,technician,married,tertiary,no,9275,yes,no,cellular,18,may,319,7,101,10,other,no
38,entrepreneur,married,primary,no,25,no,yes,cellular,26,aug,273,3,-1,0,unknown,no
39,blue-collar,single,primary,no,4853,yes,yes,cellular,2,feb,204,3,178,5,unknown,no
40,management,married,tertiary,no,-3,no,yes,cellular,8,jul,325,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,440,yes,no,cellular,6,may,91,1,306,1,other,no
68,retired,married,secondary,no,2367,no,no,cellular,6,feb,144,1,176,1,failure,yes
45,management,married,secondary,no,98,no,no,cellular,5,feb,235,4,93,0,unknown,yes
53,admin.,divorced,primary,no,1209,yes,no,cellular,4,may,116,1,-1,0,unknown,no
38,management,married,tertiary,no,6658,no,yes,cellular,7,oct,940,1,86,2,success,yes
41,management,married,tertiary,no,60,yes,yes,cellular,27,may,179,2,343,9,other,no
44,management,married,unknown,no,110,no,yes,cellular,23,jul,161,11,0,0,unknown,no
50,housemaid,married,primary,no,148,yes,yes,unknown,31,jul,354,2,-1,0,unknown,no
41,admin.,married,tertiary,no,-34,no,no,cellular,16,jul,937,2,0,0,unknown,no
48,self-employed,married,primary,no,1567,no,no,unknown,5,jun,157,3,-1,0,unknown,no
38,blue-collar,single,secondary,no,11793,no,no,unknown,27,jul,266,1,-1,0,unknown,no
42,blue-collar,married,primary,no,268,yes,yes,unknown,25,may,359,2,0,0,unknown,no
64,retired,married,secondary,no,5061,no,no,cellular,1,jun,615,1,-1,0,unknown,no
42,housemaid,married,secondary,no,211,yes,no,cellular,22,jul,129,4,-1,0,unknown,no
37,blue-collar,married,unknown,no,670,yes,no,cellular,29,may,343,2,75,0,unknown,yes
40,management,single,tertiary,no,3704,no,yes,cellular,29,jul,115,2,81,9,success,yes
60,admin.,married,secondary,no,6552,yes,yes,cellular,26,nov,65,4,309,3,failure,no
36,blue-collar,divorced,secondary,no,254,yes,yes,cellular,7,jul,1498,1,-1,0,unknown,no
50,self-employed,single,unknown,no,318,no,yes,unknown,27,may,293,2,0,0,unknown,no
62,management,married,unknown,no,374,yes,no,cellular,17,nov,241,7,363,1,success,no
53,admin.,married,secondary,no,233,yes,no,unknown,4,jun,289,1,-1,0,unknown,yes
55,management,single,tertiary,no,7330,no,no,cellular,14,sep,862,1,186,1,success,yes
42,management,single,tertiary,no,5045,yes,no,cellular,17,apr,1176,2,0,0,unknown,yes
34,blue-collar,single,secondary,yes,252,no,no,cellular,16,may,118,2,188,1,other,no
34,self-employed,single,secondary,no,1572,no,no,cellular,6,mar,464,1,113,7,unknown,no
50,admin.,married,secondary,no,5818,yes,no,cellular,15,apr,332,4,178,2,failure,no
42,housemaid,married,primary,no,5286,no,no,unknown,11,jun,62,1,0,0,unknown,no
30,blue-collar,married,primary,no,292,no,no,cellular,8,jul,661,7,-1,0,unknown,yes
44,services,married,secondary,no,369,yes,yes,cellular,3,may,39,2,-1,0,unknown,no
41,technician,single,primary,no,1674,yes,no,cellular,15,jul,167,2,-1,0,unknown,no
39,services,divorced,secondary,no,-74,no,yes,unknown,9,jun,170,1,-1,0,unknown,no
28,admin.,single,secondary,yes,707,yes,no,cellular,21,apr,957,3,-1,0,unknown,no
36,management,married,tertiary,no,514,yes,no,cellular,22,feb,1144,1,0,0,unknown,yes
45,management,married,tertiary,no,334,yes,no,cellular,6,may,501,4,305,7,failure,yes
62,self-employed,married,primary,no,156,yes,no,cellular,24,may,58,6,-1,0,unknown,no
56,admin.,married,unknown,no,225,no,yes,telephone,24,jan,261,2,-1,0,unknown,no
48,management,married,secondary,no,169,yes,no,unknown,24,jun,235,2,-1,0,unknown,yes
38,technician,divorced,secondary,no,428,no,no,unknown,16,may,567,3,-1,0,unknown,yes
53,entrepreneur,married,tertiary,no,214,no,no,cellular,19,jul,134,6,-1,0,unknown,no
47,management,single,tertiary,no,18255,no,yes,cellular,23,mar,614,1,-1,0,unknown,yes
35,technician,single,tertiary,no,1362,yes,no,cellular,15,nov,1532,1,-1,0,unknown,no
27,technician,married,secondary,no,3810,no,no,cellular,13,nov,1082,1,-1,0,success,yes
54,admin.,single,secondary,no,136,no,no,cellular,7,aug,201,2,-1,0,unknown,no
51,student,married,secondary,no,4708,no,no,cellular,16,feb,423,1,-1,0,unknown,yes
65,retired,married,primary,no,364,no,no,cellular,17,jan,331,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,635,yes,no,cellular,26,feb,172,1,666,1,failure,no
39,management,married,tertiary,no,3110,yes,yes,cellular,30,nov,831,1,-1,0,unknown,yes
47,technician,married,secondary,no,286,yes,yes,cellular,21,jul,329,2,278,1,failure,no
33,management,married,tertiary,no,1656,no,yes,cellular,2,feb,119,3,524,4,success,yes
39,services,single,secondary,no,946,no,no,cellular,1,apr,1128,2,-1,0,unknown,yes
52,technician,married,unknown,no,1690,no,no,cellular,3,aug,813,3,-1,0,unknown,yes
52,retired,married,secondary,no,1654,yes,yes,unknown,3,jun,249,2,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,129,no,no,cellular,11,jul,474,2,-1,0,unknown,yes
31,management,married,tertiary,no,10306,yes,no,cellular,12,may,1121,1,184,2,other,yes
61,unknown,married,tertiary,no,307,no,no,cellular,30,oct,763,1,0,0,unknown,yes
32,blue-collar,single,secondary,no,3052,no,no,cellular,1,feb,147,2,189,1,success,yes
49,housemaid,married,primary,no,5,no,no,cellular,18,aug,231,2,0,0,unknown,no
29,student,single,secondary,no,877,no,no,cellular,5,oct,755,1,188,4,success,yes
37,admin.,married,secondary,no,956,yes,yes,unknown,3,may,258,1,-1,0,unknown,no
42,technician,married,tertiary,no,4078,yes,no,cellular,19,mar,919,2,-1,0,unknown,yes
38,admin.,married,secondary,yes,341,yes,no,cellular,19,may,118,5,-1,0,unknown,no
29,technician,single,secondary,no,663,yes,yes,cellular,9,jul,582,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,223,yes,yes,telephone,12,feb,104,1,259,1,failure,no
55,retired,married,primary,no,6197,no,no,cellular,9,aug,754,4,176,3,success,yes
42,housemaid,married,primary,no,435,no,no,cellular,13,jul,358,2,135,1,success,no
38,management,married,tertiary,no,6194,yes,no,cellular,25,may,380,1,94,3,other,yes
39,technician,married,secondary,no,3540,yes,no,cellular,11,may,159,2,-1,0,unknown,no
47,technician,married,secondary,no,77,no,no,cellular,22,feb,212,1,180,3,success,yes
46,technician,married,secondary,no,2646,no,no,cellular,15,jul,365,1,-1,0,unknown,yes
55,retired,married,primary,no,-169,no,no,cellular,21,jun,119,2,180,2,other,yes
31,student,single,unknown,no,1298,no,no,telephone,23,jan,82,3,-1,0,unknown,no
39,admin.,married,secondary,no,3087,yes,yes,unknown,18,may,1166,4,-1,0,unknown,yes
32,unemployed,married,primary,no,383,no,no,cellular,20,nov,1199,1,-1,0,unknown,yes
38,technician,married,secondary,no,992,yes,no,unknown,3,jun,129,1,-1,0,unknown,no
48,retired,married,primary,no,443,no,no,unknown,4,jun,215,3,-1,0,unknown,no
55,retired,married,secondary,no,1646,no,no,cellular,19,feb,188,2,0,0,unknown,no
40,management,married,tertiary,no,58,yes,yes,cellular,25,may,250,2,-1,0,unknown,yes
51,admin.,divorced,secondary,no,2676,no,no,cellular,14,feb,19,1,1,0,unknown,no
37,housemaid,married,secondary,no,510,yes,yes,cellular,8,may,23,6,-1,0,unknown,no
39,management,married,tertiary,no,3053,no,no,unknown,9,may,44,1,-1,0,unknown,no
41,admin.,married,secondary,no,2827,yes,no,unknown,7,may,1327,3,-1,0,unknown,yes
23,unknown,single,unknown,no,275,no,no,cellular,24,aug,237,2,-1,0,unknown,yes
38,admin.,single,tertiary,no,45,yes,yes,cellular,4,may,131,1,273,6,success,no
40,management,married,tertiary,no,6267,no,no,cellular,14,oct,726,1,175,4,other,yes
50,technician,married,primary,no,315,yes,no,cellular,26,jul,250,8,-1,0,unknown,no
47,admin.,married,secondary,no,324,yes,no,cellular,6,may,245,1,289,1,success,no
60,retired,married,primary,no,4115,yes,no,cellular,16,jun,391,3,-1,0,unknown,no
51,management,married,tertiary,no,272,yes,no,cellular,12,may,22,2,104,0,unknown,no
32,management,married,tertiary,no,705,no,yes,cellular,4,feb,182,5,-1,1,success,yes
40,admin.,married,tertiary,no,2268,no,no,cellular,13,jul,575,3,-1,0,unknown,yes
42,blue-collar,married,primary,no,1052,yes,yes,cellular,27,may,147,1,-1,0,unknown,no
21,student,single,secondary,no,1577,no,no,cellular,27,aug,279,1,90,1,success,yes
39,self-employed,married,tertiary,yes,3283,yes,yes,cellular,8,apr,238,5,-1,0,unknown,no
48,technician,married,tertiary,no,390,no,no,cellular,15,aug,50,2,0,0,unknown,no
33,management,single,tertiary,no,272,yes,yes,cellular,16,jul,283,1,-1,0,unknown,no
30,student,single,secondary,no,2549,no,no,cellular,29,apr,182,1,178,1,success,yes
47,technician,married,primary,no,1974,yes,no,cellular,16,nov,598,2,-1,0,unknown,yes
44,management,married,primary,no,78,yes,yes,cellular,16,aug,121,2,0,0,unknown,no
28,technician,single,tertiary,no,9070,yes,no,cellular,12,may,244,1,285,4,other,yes
50,services,single,secondary,no,100,no,no,telephone,9,jul,1971,1,-1,1,failure,yes
37,admin.,single,tertiary,no,177,no,no,cellular,23,aug,204,3,-1,0,unknown,no
42,services,single,secondary,no,434,no,no,cellular,12,may,539,3,-1,0,unknown,yes
46,blue-collar,married,secondary,no,4207,yes,yes,cellular,19,feb,94,7,-1,1,failure,no
51,technician,married,unknown,no,1528,no,no,cellular,25,aug,257,2,-1,2,success,yes
37,unknown,married,secondary,no,1219,no,yes,cellular,7,aug,731,1,-1,0,unknown,yes
39,technician,married,secondary,no,3556,no,no,cellular,17,aug,729,2,-1,0,unknown,yes
37,blue-collar,single,unknown,no,1114,no,no,cellular,18,apr,80,2,-1,0,unknown,no
43,management,married,tertiary,no,3547,yes,yes,cellular,6,apr,184,1,-1,0,other,yes
61,blue-collar,married,unknown,no,2468,no,no,cellular,17,feb,180,1,-1,0,unknown,no
45,admin.,married,secondary,no,3048,yes,yes,unknown,16,may,784,1,-1,0,unknown,no
62,management,married,tertiary,no,2794,no,no,cellular,17,aug,712,3,88,0,unknown,yes
38,entrepreneur,married,primary,no,4218,yes,yes,cellular,9,may,94,2,-1,0,unknown,no
33,admin.,single,secondary,no,1399,yes,no,telephone,19,may,411,1,-1,0,unknown,no
37,services,married,primary,yes,-64,no,no,cellular,30,jul,395,2,-1,0,unknown,yes
