age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
21,Private,154069,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,1764,45,United-States,<=50K
37,Local-gov,187871,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
27,Private,349116,Masters,14,Never-married,Armed-Forces,Not-in-family,Black,Female,2,1830,22,United-States,<=50K
45,Private,159005,9th,3,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Ecuador,<=50K
30,Private,305169,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4162,0,50,United-States,>50K
23,?,160401,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,134185,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Self-emp-inc,63969,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,6,0,22,Philippines,<=50K
30,Private,179367,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4147,0,40,United-States,>50K
39,Private,163937,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,51,United-States,>50K
22,?,215777,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,119585,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,185094,11th,6,Never-married,?,Own-child,White,Male,29,0,40,United-States,<=50K
39,Private,109560,9th,5,Widowed,Other-service,Unmarried,White,Male,23,0,40,United-States,<=50K
19,Private,121350,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,169567,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,?,170162,Some-college,10,Never-married,?,Own-child,White,Female,1,0,9,United-States,<=50K
22,?,289497,Some-college,10,Never-married,?,Own-child,Black,Female,15,0,9,United-States,<=50K
46,Private,141066,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,45,United-States,<=50K
56,Self-emp-not-inc,296021,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15097,0,40,United-States,>50K
20,Private,51420,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,5,0,36,United-States,<=50K
40,Self-emp-not-inc,194076,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,0,0,51,United-States,<=50K
21,Private,146114,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,50,United-States,<=50K
42,Private,162907,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
23,?,208804,Some-college,10,Married-spouse-absent,?,Other-relative,White,Female,0,0,9,Hungary,<=50K
54,Private,358429,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Female,4,0,46,?,>50K
53,Federal-gov,176435,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
24,?,44019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,8,1762,40,United-States,<=50K
41,Private,242491,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
23,Private,300753,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,3,1823,45,?,<=50K
27,Local-gov,163361,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,9,0,49,United-States,<=50K
17,Local-gov,216540,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Private,292331,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,45,0,50,United-States,<=50K
42,Private,163892,Prof-school,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Philippines,<=50K
27,Private,202505,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,297958,10th,5,Divorced,Machine-op-inspct,Unmarried,White,Female,21,0,40,Iran,>50K
40,Self-emp-inc,172508,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,0,40,United-States,>50K
19,Private,231569,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
20,Private,200791,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,49,United-States,<=50K
25,Local-gov,118205,Some-college,10,Divorced,Protective-serv,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,216708,Assoc-voc,11,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
45,Self-emp-not-inc,163458,1st-4th,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,18,0,50,Mexico,<=50K
41,Private,185690,Some-college,10,Married-AF-spouse,Other-service,Unmarried,White,Female,0,0,40,United-States,>50K
41,Private,184954,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,7417,0,40,United-States,>50K
36,Self-emp-not-inc,178218,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,24,1795,51,United-States,>50K
17,Private,579195,Preschool,4,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Mexico,<=50K
23,Local-gov,216279,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
35,Private,341961,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,14988,0,60,Japan,>50K
34,Self-emp-not-inc,163801,7th-8th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,12285,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,10,0,51,United-States,<=50K
17,Private,291419,12th,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
55,Private,165042,7th-8th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,0,40,United-States,<=50K
46,Local-gov,155742,Assoc-voc,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
77,Private,169155,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,11,United-States,>50K
19,?,199541,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,4,0,40,United-States,<=50K
63,Private,90813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,Cuba,>50K
24,Self-emp-not-inc,16703,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,53,0,51,United-States,>50K
38,Local-gov,143584,10th,6,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,143895,1st-4th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Columbia,<=50K
42,Private,270399,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,264874,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,White,Male,4,0,67,Italy,<=50K
46,Local-gov,211379,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,209360,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,12,0,58,El-Salvador,<=50K
41,State-gov,364324,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,25,0,40,United-States,<=50K
31,Private,109731,Bachelors,13,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Male,7,0,60,South,<=50K
49,?,200376,9th,6,Divorced,?,Unmarried,White,Female,13,0,40,Puerto-Rico,<=50K
23,Private,253237,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,190054,Preschool,1,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
49,Private,308464,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,22,United-States,<=50K
25,Private,32346,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,32,0,40,United-States,<=50K
56,Self-emp-inc,254650,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,14,0,45,United-States,>50K
23,Private,103479,5th-6th,3,Never-married,Other-service,Unmarried,White,Male,0,0,19,Mexico,<=50K
53,Private,184927,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Male,14,0,45,?,<=50K
41,Private,190441,10th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
76,?,174404,HS-grad,9,Widowed,?,Unmarried,White,Female,4232,0,49,United-States,<=50K
70,?,183650,7th-8th,4,Widowed,?,Not-in-family,White,Male,26,0,21,United-States,<=50K
24,Local-gov,189192,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,58,United-States,<=50K
27,Local-gov,156350,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0,0,24,United-States,<=50K
17,Self-emp-not-inc,18706,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,18,0,23,Portugal,<=50K
22,Private,334911,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,5,0,40,United-States,<=50K
22,Private,270909,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Black,Male,2931,0,40,United-States,<=50K
24,Private,252033,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
21,Private,155058,10th,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,9,0,30,Guatemala,<=50K
53,Local-gov,189708,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,2844,0,26,United-States,<=50K
33,Private,128686,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,0,50,United-States,>50K
49,Federal-gov,126498,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,5,0,50,United-States,<=50K
35,Private,171134,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
20,Local-gov,344001,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,7,0,40,United-States,<=50K
18,Private,177013,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,4,0,50,United-States,<=50K
43,Self-emp-not-inc,265985,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,6,2017,50,United-States,>50K
65,Federal-gov,163477,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Male,1,0,31,United-States,<=50K
20,Private,149819,Some-college,10,Never-married,Sales,Own-child,Other,Male,23,0,45,United-States,<=50K
79,Self-emp-not-inc,35157,HS-grad,9,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,16,0,24,Canada,<=50K
45,Self-emp-not-inc,347583,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,13,0,60,United-States,<=50K
31,Private,125552,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,9,0,40,United-States,<=50K
45,Federal-gov,295115,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14761,0,50,United-States,>50K
20,Private,209790,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
37,Private,171205,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,6,0,40,United-States,<=50K
36,Self-emp-not-inc,170585,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
21,Private,199556,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,Other,Male,36,0,50,United-States,<=50K
40,Private,187622,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,40,United-States,>50K
73,Private,176690,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,58,Cambodia,<=50K
20,Private,248649,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,24,United-States,<=50K
24,Self-emp-not-inc,160374,HS-grad,9,Never-married,Other-service,Own-child,White,Male,8,0,50,United-States,<=50K
32,State-gov,133511,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Self-emp-inc,92940,Masters,14,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,0,0,59,South,<=50K
23,Private,126597,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Male,1,0,55,United-States,<=50K
40,Self-emp-inc,197363,HS-grad,9,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,24,United-States,>50K
44,Private,115581,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Wife,White,Female,5,0,59,Italy,<=50K
37,Private,221291,1st-4th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
27,Self-emp-not-inc,196319,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,Black,Female,8,0,40,United-States,<=50K
40,Local-gov,185032,Some-college,4,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,132607,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3650,0,45,United-States,<=50K
49,Local-gov,129766,Some-college,10,Divorced,Sales,Husband,White,Male,7768,0,50,United-States,>50K
65,Local-gov,160273,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
38,Federal-gov,148393,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Self-emp-not-inc,12285,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,37,0,51,United-States,<=50K
26,Self-emp-inc,91178,Doctorate,16,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,4555,0,40,Taiwan,>50K
30,Private,129676,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,6,0,40,United-States,<=50K
38,Local-gov,289375,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,2,0,40,Columbia,<=50K
34,Private,322365,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,14737,0,58,United-States,>50K
49,Private,159080,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
53,Private,211072,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,0,51,Germany,>50K
63,Private,124971,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,Greece,<=50K
23,Private,203647,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
58,Self-emp-not-inc,190640,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3741,0,61,United-States,>50K
49,Private,117112,Masters,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,2,0,40,United-States,>50K
42,State-gov,146971,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,8,0,50,United-States,<=50K
26,Private,166942,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,17,0,50,United-States,>50K
20,?,179869,10th,10,Never-married,?,Own-child,White,Female,11,0,40,United-States,<=50K
45,Self-emp-not-inc,214720,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,36,United-States,<=50K
35,Private,194235,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K
53,Private,126483,Doctorate,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3228,0,31,South,>50K
56,Self-emp-not-inc,73637,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15220,0,50,United-States,>50K
47,Local-gov,208998,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,167035,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,7312,0,22,Ecuador,<=50K
42,Private,170907,5th-6th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
27,Private,112017,Some-college,10,Never-married,Prof-specialty,Husband,Other,Male,0,0,45,United-States,<=50K
38,Private,185218,Assoc-voc,11,Never-married,Exec-managerial,Husband,White,Male,0,1,46,United-States,<=50K
37,Private,178474,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,>50K
34,Self-emp-not-inc,267911,12th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
42,Local-gov,269243,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Self-emp-not-inc,125288,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,54,0,51,United-States,>50K
21,Private,166525,11th,7,Never-married,Other-service,Own-child,Other,Male,0,0,20,United-States,<=50K
45,Private,223282,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,3,0,40,United-States,>50K
60,Private,175051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,United-States,>50K
44,Self-emp-not-inc,456418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3207,0,40,United-States,>50K
52,State-gov,157939,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,61,United-States,<=50K
47,State-gov,242484,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
39,Local-gov,193568,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,22,?,<=50K
26,Private,157733,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Female,12,0,56,Guatemala,<=50K
45,Federal-gov,160170,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14619,0,40,United-States,>50K
32,Private,118496,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
65,Self-emp-not-inc,134145,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,>50K
19,?,154573,HS-grad,9,Never-married,?,Unmarried,White,Female,26,0,30,United-States,<=50K
25,Private,96226,12th,6,Never-married,Other-service,Other-relative,Black,Female,0,0,24,United-States,<=50K
49,Private,155028,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,40,United-States,<=50K
32,Private,143358,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,154390,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,Mexico,<=50K
51,Private,268920,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,40,United-States,>50K
48,Private,158827,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,6,0,40,United-States,<=50K
47,Private,127846,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2393,0,40,United-States,<=50K
29,Local-gov,219765,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K
40,Self-emp-not-inc,186450,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
48,Self-emp-inc,151924,7th-8th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,United-States,>50K
35,Private,317502,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,3533,0,40,United-States,>50K
38,Federal-gov,83118,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,1,0,40,Philippines,<=50K
46,Private,148089,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,7811,0,40,United-States,<=50K
33,?,199937,Masters,14,Married-civ-spouse,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,214910,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,153018,12th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,Mexico,<=50K
62,Private,89209,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,30,United-States,>50K
21,Private,276575,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,27,0,51,Mexico,<=50K
24,State-gov,471859,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,14,0,40,United-States,<=50K
21,Private,23988,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,32,0,50,United-States,<=50K
48,Private,474772,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,1,40,United-States,>50K
43,Private,135947,7th-8th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,3475,0,40,United-States,<=50K
40,Private,114992,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,24,United-States,<=50K
49,State-gov,130636,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,37,United-States,<=50K
18,?,312944,HS-grad,9,Never-married,?,Own-child,White,Female,16,0,40,United-States,<=50K
48,Private,228927,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States,<=50K
21,Private,161089,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,22,United-States,<=50K
23,Private,190759,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,37,Italy,<=50K
27,Private,189027,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,21,Thailand,<=50K
54,State-gov,91327,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3080,0,59,United-States,>50K
41,Private,254093,Bachelors,13,Divorced,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States,<=50K
44,Private,212048,11th,7,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,138274,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,23,United-States,<=50K
40,State-gov,183948,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3786,0,28,United-States,>50K
22,Private,407018,11th,6,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,20,United-States,<=50K
42,Without-pay,170780,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3143,0,45,United-States,>50K
38,Federal-gov,390461,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,40,China,>50K
77,?,101697,7th-8th,7,Widowed,?,Own-child,Asian-Pac-Islander,Female,5,0,7,United-States,<=50K
43,Self-emp-not-inc,195759,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,24,0,50,United-States,>50K
21,Local-gov,222593,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,186710,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,70,United-States,<=50K
31,Private,181503,HS-grad,9,Never-married,Sales,Other-relative,White,Male,39,0,50,Greece,<=50K
41,?,309135,12th,6,Married-civ-spouse,?,Husband,Black,Male,15,0,40,United-States,>50K
41,Self-emp-not-inc,262689,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15179,0,40,United-States,>50K
30,Self-emp-inc,262444,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
47,Self-emp-inc,143615,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,3659,0,40,United-States,>50K
52,Private,324745,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,40,United-States,<=50K
44,Private,261072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,40,Cuba,<=50K
49,Local-gov,222966,9th,3,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
35,Private,132203,Assoc-acdm,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,59,United-States,<=50K
35,Private,276966,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1758,40,United-States,<=50K
47,Local-gov,197941,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
46,Self-emp-inc,116347,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
51,Private,148446,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,127372,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2744,0,40,United-States,>50K
56,Private,117081,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
58,Self-emp-inc,160615,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,0,60,United-States,>50K
33,Private,256667,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,<=50K
46,State-gov,271618,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,50,United-States,>50K
53,Local-gov,182207,Some-college,10,Widowed,Other-service,Unmarried,White,Male,0,0,37,United-States,>50K
23,Private,187204,HS-grad,9,Never-married,Priv-house-serv,Unmarried,White,Female,14,0,40,Columbia,<=50K
47,Private,191348,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,Portugal,>50K
25,Private,170915,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,15,0,50,United-States,<=50K
38,Self-emp-not-inc,129754,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,20,0,50,United-States,<=50K
32,Self-emp-not-inc,451306,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
39,Self-emp-not-inc,134983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2247,58,United-States,>50K
37,Private,201314,11th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,51,United-States,>50K
32,Private,205717,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
24,State-gov,301662,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,23,United-States,<=50K
24,Self-emp-not-inc,24539,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
74,State-gov,191572,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,17,0,61,Germany,<=50K
44,Federal-gov,169975,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
23,?,157822,HS-grad,9,Never-married,?,Not-in-family,White,Female,9,0,40,United-States,<=50K
41,Private,63436,10th,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
48,Private,130205,HS-grad,9,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,36,Mexico,<=50K
20,Private,110366,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,11,0,59,United-States,<=50K
43,Self-emp-not-inc,107535,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,39,0,31,United-States,<=50K
41,Private,185275,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,88371,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,1,0,40,United-States,<=50K
28,Private,193928,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
48,Private,145672,Some-college,10,Widowed,Tech-support,Not-in-family,White,Male,0,0,24,United-States,<=50K
26,Private,162780,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,49,Guatemala,<=50K
54,Private,142184,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
