age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
61,blue-collar,married,secondary,no,3534,yes,no,unknown,4,may,1500,3,-1,0,unknown,no
35,blue-collar,single,primary,no,201,yes,yes,unknown,26,may,241,1,0,0,unknown,no
31,blue-collar,single,secondary,no,489,yes,no,unknown,30,may,352,1,0,0,unknown,no
58,retired,married,primary,no,201,yes,no,unknown,13,jun,788,10,0,0,unknown,no
33,management,single,tertiary,no,3993,no,no,cellular,21,apr,1176,1,-1,0,unknown,yes
28,management,divorced,tertiary,no,287,no,no,cellular,30,jul,1253,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,-16,yes,no,telephone,6,jul,164,3,-1,0,unknown,no
39,management,married,tertiary,no,4862,yes,no,unknown,22,may,188,1,-1,0,unknown,yes
36,admin.,divorced,tertiary,no,235,yes,no,cellular,15,nov,834,5,-1,0,unknown,yes
46,management,single,primary,no,236,no,no,telephone,19,jul,292,4,0,0,unknown,yes
36,management,single,tertiary,no,1377,no,no,cellular,21,aug,383,2,192,6,success,yes
51,services,married,secondary,no,1483,yes,no,cellular,13,sep,674,2,332,5,failure,yes
31,student,married,tertiary,no,152,no,no,cellular,16,jun,368,1,117,1,success,yes
29,blue-collar,single,secondary,no,1882,yes,yes,cellular,20,may,724,1,-1,0,unknown,yes
38,management,divorced,tertiary,no,1142,no,no,unknown,4,jun,354,3,195,1,other,yes
28,student,single,tertiary,no,158,no,no,cellular,23,sep,501,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,317,yes,no,cellular,14,may,166,1,345,3,failure,no
27,management,single,secondary,no,419,yes,no,cellular,14,apr,825,1,336,1,failure,yes
27,blue-collar,single,secondary,no,341,yes,no,cellular,14,may,134,1,378,4,failure,no
37,student,single,secondary,no,403,yes,no,cellular,18,may,174,1,0,0,unknown,no
33,self-employed,married,unknown,no,7471,no,no,telephone,15,oct,450,1,0,3,failure,yes
35,blue-collar,single,tertiary,no,409,yes,no,cellular,17,apr,137,1,612,1,other,no
51,management,married,secondary,yes,-33,yes,no,cellular,8,aug,308,4,0,0,unknown,no
20,blue-collar,single,unknown,no,270,no,no,cellular,19,mar,68,3,189,1,failure,yes
41,blue-collar,married,unknown,no,318,no,no,unknown,29,may,259,5,0,0,unknown,yes
39,technician,single,secondary,no,1356,yes,no,cellular,12,may,336,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,351,yes,no,cellular,14,apr,2,5,0,0,unknown,no
82,entrepreneur,married,unknown,no,1645,no,no,telephone,31,sep,424,1,-1,0,unknown,yes
30,management,single,tertiary,no,171,no,no,cellular,15,may,947,6,362,1,failure,yes
42,admin.,divorced,tertiary,no,623,no,yes,unknown,19,jul,537,3,0,0,unknown,yes
42,blue-collar,married,secondary,no,462,yes,no,telephone,12,jun,181,2,100,5,other,yes
27,management,single,primary,no,110,yes,yes,unknown,14,may,154,1,0,0,unknown,no
31,management,single,tertiary,no,1296,yes,no,unknown,21,may,485,1,0,0,unknown,yes
24,self-employed,single,secondary,no,34,no,no,telephone,14,aug,154,2,179,1,success,yes
50,blue-collar,married,primary,yes,9597,no,no,telephone,29,jul,162,4,-1,0,unknown,no
29,unemployed,single,secondary,no,874,no,yes,cellular,31,jul,62,1,0,0,unknown,no
33,entrepreneur,married,secondary,no,2169,yes,no,cellular,19,may,986,3,-1,0,unknown,yes
27,blue-collar,single,secondary,no,1100,no,yes,cellular,20,jun,65,2,-1,0,unknown,no
79,retired,married,primary,no,2128,no,no,telephone,10,dec,421,2,-1,0,unknown,yes
44,management,divorced,secondary,no,107,yes,no,unknown,12,may,289,1,-1,0,unknown,no
32,admin.,single,tertiary,no,1214,yes,no,cellular,21,oct,480,1,389,4,success,yes
68,retired,married,tertiary,no,7266,yes,no,unknown,5,jun,994,1,-1,0,unknown,yes
31,admin.,married,secondary,no,120,yes,no,unknown,5,may,118,2,0,0,unknown,no
38,technician,single,secondary,no,1026,yes,no,unknown,18,may,251,1,-1,0,unknown,no
66,blue-collar,divorced,tertiary,no,945,no,no,telephone,22,mar,292,3,0,0,unknown,no
26,student,single,unknown,no,214,no,no,cellular,29,sep,233,3,-1,0,unknown,yes
71,management,single,unknown,no,158,no,no,telephone,11,mar,323,1,0,1,success,yes
30,management,single,tertiary,no,1426,yes,no,telephone,14,apr,1661,1,0,0,unknown,yes
34,unemployed,single,secondary,no,329,no,no,unknown,18,jun,281,1,0,0,unknown,no
46,blue-collar,married,secondary,no,629,yes,no,unknown,17,may,44,1,0,0,unknown,no
50,blue-collar,married,secondary,no,1512,no,no,cellular,19,nov,1166,1,85,0,success,yes
61,admin.,married,primary,no,3334,yes,yes,cellular,14,jul,82,3,0,0,unknown,no
47,management,divorced,tertiary,no,872,no,no,telephone,29,aug,349,4,-1,0,unknown,yes
40,services,married,secondary,no,15,yes,yes,telephone,20,jul,248,6,0,0,unknown,no
42,services,divorced,secondary,no,615,yes,no,cellular,5,apr,208,3,138,3,failure,yes
37,blue-collar,single,secondary,no,947,yes,no,unknown,20,may,109,1,0,0,unknown,yes
38,management,married,tertiary,no,7914,no,no,cellular,2,nov,385,2,0,1,failure,yes
42,blue-collar,married,primary,no,892,yes,no,cellular,22,apr,195,4,182,2,success,no
44,management,married,tertiary,no,-93,yes,no,cellular,13,jul,184,6,0,0,unknown,no
31,unemployed,single,secondary,no,30,yes,no,cellular,16,apr,89,1,611,1,failure,no
39,management,married,tertiary,no,472,yes,yes,cellular,8,may,68,5,-1,0,unknown,no
48,blue-collar,married,primary,no,94,yes,no,cellular,13,jun,164,2,-1,0,unknown,no
24,student,single,secondary,no,455,no,yes,cellular,17,apr,459,3,-1,0,unknown,yes
29,management,single,tertiary,no,114,no,no,cellular,31,jul,38,1,0,0,unknown,no
39,unknown,married,unknown,no,1474,yes,no,unknown,11,oct,289,4,0,0,unknown,yes
42,entrepreneur,married,primary,no,437,yes,yes,unknown,17,apr,50,2,-1,0,unknown,no
57,entrepreneur,married,primary,no,3317,yes,no,unknown,15,may,123,2,-1,0,unknown,no
27,student,single,unknown,no,1458,no,no,cellular,21,mar,413,1,182,2,success,no
33,unknown,single,secondary,no,1510,no,no,cellular,30,jan,113,2,-1,0,unknown,no
38,management,single,tertiary,no,7370,no,no,cellular,18,mar,1091,2,0,0,unknown,yes
57,entrepreneur,married,tertiary,no,84,yes,no,telephone,31,jul,336,21,0,0,unknown,no
38,technician,married,tertiary,no,958,yes,no,cellular,21,nov,1247,2,190,1,failure,yes
42,management,married,tertiary,no,4565,no,no,telephone,21,feb,1036,2,-1,0,unknown,yes
36,management,married,tertiary,no,337,yes,no,cellular,9,apr,713,1,618,1,failure,no
34,services,single,secondary,no,-88,yes,no,telephone,11,may,434,1,188,3,unknown,no
60,management,married,tertiary,yes,67,no,no,unknown,29,may,292,1,0,0,unknown,no
57,self-employed,single,secondary,no,859,no,no,cellular,21,jul,158,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,2435,no,no,telephone,29,jul,701,2,-1,0,unknown,yes
32,technician,single,primary,no,185,yes,no,unknown,25,may,237,2,0,0,unknown,no
35,unemployed,married,tertiary,no,1913,yes,no,cellular,13,jul,570,2,-1,0,unknown,yes
48,blue-collar,single,primary,yes,-128,yes,no,cellular,28,may,83,4,-1,0,unknown,no
30,management,single,tertiary,no,37,no,no,unknown,17,jun,215,7,0,0,unknown,no
40,blue-collar,divorced,primary,yes,-217,yes,no,unknown,8,jul,96,3,0,0,unknown,no
50,entrepreneur,married,tertiary,no,377,yes,yes,telephone,20,nov,155,1,0,0,unknown,yes
36,blue-collar,single,secondary,no,415,yes,no,unknown,27,may,65,1,0,0,unknown,no
33,student,single,tertiary,no,1277,no,no,cellular,17,apr,841,6,0,0,unknown,yes
47,blue-collar,divorced,secondary,no,881,no,no,cellular,20,jul,705,1,-1,0,unknown,no
49,entrepreneur,married,primary,no,52,no,no,telephone,20,jul,85,5,0,0,unknown,no
36,blue-collar,married,secondary,no,-17,yes,yes,cellular,29,jan,83,1,0,0,unknown,no
48,technician,married,tertiary,no,172,yes,no,unknown,18,jun,155,1,-1,0,unknown,no
59,services,divorced,secondary,no,852,no,no,cellular,30,jul,165,2,0,0,failure,yes
42,blue-collar,single,secondary,no,368,yes,no,cellular,13,apr,444,1,343,1,other,yes
58,housemaid,married,primary,no,110,no,no,cellular,14,jul,72,8,335,3,success,no
56,blue-collar,married,primary,no,3271,yes,no,unknown,8,jun,94,2,-1,0,unknown,no
44,entrepreneur,married,primary,yes,-29,yes,yes,unknown,20,jun,354,1,-1,0,unknown,no
44,services,married,secondary,no,9791,yes,no,cellular,5,may,1149,2,187,3,other,yes
29,student,single,tertiary,no,123,no,no,cellular,15,feb,67,3,-1,0,unknown,yes
55,entrepreneur,married,unknown,no,5188,yes,no,unknown,6,may,276,1,-1,0,unknown,no
35,blue-collar,married,unknown,no,457,yes,no,cellular,28,jul,70,1,-1,0,unknown,no
37,management,single,tertiary,no,348,yes,no,cellular,16,may,1160,5,133,7,failure,yes
44,entrepreneur,married,secondary,no,3943,yes,yes,cellular,13,jul,874,2,-1,0,unknown,no
51,management,single,tertiary,no,3738,no,no,cellular,14,feb,1033,1,89,2,failure,yes
52,retired,married,primary,no,542,yes,no,unknown,14,jul,61,3,-1,0,unknown,yes
34,management,single,tertiary,no,876,no,no,cellular,22,jul,928,3,-1,0,unknown,yes
57,blue-collar,married,unknown,no,700,no,yes,telephone,10,jan,63,7,-1,0,unknown,no
40,blue-collar,married,secondary,no,441,yes,no,cellular,15,apr,871,1,333,4,success,yes
28,technician,single,tertiary,no,388,no,no,cellular,27,feb,1039,1,182,2,success,yes
22,student,single,tertiary,no,538,no,no,cellular,13,jul,111,3,639,3,success,yes
74,retired,married,tertiary,no,3898,no,no,cellular,27,jun,679,2,98,3,success,yes
37,management,single,secondary,no,206,yes,no,cellular,20,jul,60,1,0,0,unknown,no
74,entrepreneur,divorced,primary,no,621,no,no,telephone,16,jul,203,3,-1,0,unknown,no
37,self-employed,single,tertiary,yes,1258,no,no,cellular,7,nov,1005,10,0,0,unknown,yes
37,management,married,tertiary,no,-118,yes,yes,unknown,31,may,404,3,-1,0,unknown,no
36,admin.,single,secondary,no,2430,no,yes,cellular,7,jun,281,1,185,3,success,yes
32,student,single,secondary,no,169,no,no,cellular,8,feb,602,2,0,0,unknown,yes
33,blue-collar,single,primary,no,243,yes,yes,unknown,30,may,105,3,-1,0,unknown,no
35,management,single,tertiary,no,26660,no,no,unknown,20,jul,302,1,-1,0,unknown,no
33,admin.,married,secondary,no,112,yes,no,unknown,29,feb,16,6,1,0,unknown,no
45,entrepreneur,married,tertiary,no,4602,yes,no,cellular,11,may,284,3,184,3,unknown,no
46,blue-collar,divorced,secondary,no,508,yes,yes,unknown,22,jun,64,2,-1,0,unknown,no
34,management,divorced,tertiary,no,708,yes,no,cellular,20,mar,787,8,182,1,success,yes
32,blue-collar,single,unknown,no,976,yes,no,cellular,17,may,1098,3,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1278,yes,no,unknown,15,may,188,1,0,0,unknown,no
43,blue-collar,married,primary,no,137,no,no,telephone,14,jun,56,3,185,4,failure,no
67,blue-collar,single,secondary,no,3049,no,no,cellular,15,apr,835,3,98,1,failure,yes
37,admin.,married,secondary,no,6264,yes,no,unknown,19,may,664,2,0,0,unknown,yes
33,blue-collar,single,tertiary,no,1169,no,no,cellular,29,aug,294,1,359,1,success,yes
54,blue-collar,divorced,primary,no,-79,yes,no,unknown,15,may,464,2,0,0,unknown,no
56,blue-collar,divorced,secondary,no,77,no,no,unknown,28,feb,142,3,0,0,unknown,no
40,services,married,tertiary,yes,-218,no,no,telephone,6,jul,412,1,0,0,unknown,yes
43,technician,married,tertiary,no,1531,no,no,cellular,21,jul,285,4,0,0,unknown,yes
36,blue-collar,married,secondary,no,1550,yes,no,cellular,20,apr,194,2,56,3,other,yes
52,retired,married,tertiary,no,8991,no,no,unknown,4,sep,113,1,96,1,unknown,yes
38,management,single,tertiary,no,3122,yes,no,cellular,15,jul,104,3,-1,0,unknown,no
31,management,married,secondary,no,404,no,no,cellular,13,jan,646,3,-1,0,unknown,yes
56,unknown,single,unknown,no,225,no,no,unknown,5,aug,234,2,0,0,unknown,no
33,management,divorced,tertiary,no,5597,yes,yes,cellular,14,aug,389,2,-1,0,unknown,yes
39,blue-collar,single,secondary,no,364,yes,yes,unknown,5,jul,445,1,-1,0,unknown,no
48,blue-collar,divorced,tertiary,yes,82,no,no,cellular,13,jul,85,3,0,0,unknown,no
35,student,single,secondary,no,3374,no,no,cellular,12,nov,1132,1,0,0,unknown,yes
30,student,single,tertiary,no,167,no,no,cellular,22,sep,766,2,0,0,unknown,yes
60,retired,divorced,tertiary,no,3148,no,no,cellular,7,feb,37,1,-1,0,unknown,no
30,student,married,tertiary,no,241,no,no,cellular,21,aug,540,3,87,3,success,yes
51,blue-collar,divorced,primary,no,204,yes,no,telephone,12,may,173,2,343,1,failure,no
42,blue-collar,divorced,secondary,no,713,yes,yes,cellular,20,nov,45,1,-1,0,unknown,no
35,technician,married,secondary,no,1990,yes,no,cellular,20,aug,219,1,0,0,unknown,no
33,services,single,secondary,no,2806,yes,no,cellular,23,apr,1332,2,188,1,failure,yes
44,unemployed,single,secondary,no,1328,no,no,cellular,9,feb,81,2,348,0,failure,no
36,services,divorced,unknown,no,10083,no,yes,cellular,29,feb,217,6,-1,0,unknown,yes
56,blue-collar,married,primary,no,125,no,no,unknown,9,jun,131,2,-1,0,unknown,no
23,blue-collar,single,secondary,no,90,no,no,telephone,21,nov,481,2,0,0,unknown,yes
36,technician,married,secondary,no,4542,yes,no,cellular,13,oct,502,2,379,6,success,yes
84,retired,married,primary,no,1869,no,no,telephone,4,mar,339,1,191,3,failure,yes
43,blue-collar,married,primary,no,550,yes,no,unknown,14,apr,241,5,0,0,unknown,no
56,technician,single,unknown,no,3277,no,no,unknown,29,aug,225,2,-1,0,unknown,no
54,management,single,unknown,no,12533,no,no,cellular,11,sep,441,2,95,10,other,yes
48,technician,married,tertiary,no,649,yes,no,unknown,19,may,128,5,-1,0,unknown,no
34,admin.,married,secondary,no,1097,yes,no,unknown,14,may,331,1,-1,0,unknown,no
28,student,single,secondary,no,158,yes,no,cellular,18,apr,1489,1,-1,0,unknown,yes
31,unemployed,single,primary,no,1863,yes,no,unknown,26,jun,773,1,0,0,unknown,yes
54,management,married,tertiary,no,142,no,no,cellular,19,aug,135,2,-1,0,unknown,no
35,blue-collar,single,tertiary,no,4432,yes,no,unknown,14,jul,109,6,-1,0,unknown,no
61,unemployed,divorced,primary,no,6,no,no,unknown,13,jun,843,2,0,0,unknown,no
32,technician,single,tertiary,no,354,yes,no,cellular,21,may,741,1,-1,0,unknown,yes
30,blue-collar,married,tertiary,no,744,no,no,cellular,22,jul,138,1,0,0,unknown,no
32,student,single,tertiary,no,962,no,no,cellular,30,jan,415,2,192,1,success,yes
45,blue-collar,divorced,primary,no,1466,yes,no,cellular,22,may,109,3,0,0,unknown,no
37,management,married,tertiary,no,2728,no,no,cellular,16,sep,335,2,93,1,success,yes
69,blue-collar,married,unknown,no,2763,no,no,cellular,18,sep,332,1,186,5,success,yes
55,retired,married,primary,yes,4,yes,no,telephone,12,mar,636,2,-1,0,unknown,yes
58,entrepreneur,divorced,tertiary,no,2453,no,yes,unknown,3,jun,118,1,0,0,unknown,yes
32,management,single,tertiary,no,2033,no,no,cellular,5,jun,482,1,337,1,other,yes
58,blue-collar,married,secondary,no,525,no,no,unknown,4,jun,268,3,-1,0,unknown,no
34,entrepreneur,married,secondary,no,411,yes,no,unknown,6,jun,257,2,-1,0,unknown,no
37,management,married,secondary,no,1002,yes,no,unknown,23,may,626,2,-1,0,unknown,no
57,management,married,tertiary,no,99,yes,yes,cellular,31,nov,297,8,-1,1,unknown,no
27,self-employed,single,primary,no,-42,no,yes,cellular,30,jul,95,1,0,0,unknown,no
37,blue-collar,single,secondary,no,552,yes,no,cellular,29,jan,78,1,-1,0,unknown,no
39,services,married,secondary,no,21,yes,yes,unknown,20,may,996,1,-1,0,unknown,yes
44,entrepreneur,married,primary,no,623,no,no,telephone,29,may,520,1,0,0,unknown,no
63,housemaid,married,primary,no,14659,no,no,unknown,20,jan,153,3,-1,0,unknown,no
31,admin.,single,secondary,no,2283,yes,no,cellular,21,nov,289,1,0,0,unknown,no
34,services,single,tertiary,no,307,no,no,telephone,30,may,515,1,96,1,failure,yes
36,management,single,secondary,no,1094,yes,no,cellular,15,apr,1033,4,-1,0,unknown,yes
40,management,single,tertiary,no,1181,yes,no,cellular,22,nov,485,5,92,1,success,yes
61,retired,married,primary,no,274,no,no,unknown,6,jul,1267,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,902,yes,no,unknown,1,jun,1058,2,0,0,unknown,no
59,self-employed,divorced,primary,no,155,no,no,telephone,20,jul,184,5,-1,0,unknown,no
29,management,married,tertiary,no,945,no,no,cellular,12,jul,85,3,-1,0,unknown,yes
41,technician,single,secondary,no,198,yes,no,cellular,16,apr,820,3,-1,0,unknown,yes
36,technician,single,secondary,no,299,yes,no,cellular,15,may,1211,2,0,0,unknown,yes
82,retired,married,secondary,no,279,no,no,telephone,29,apr,177,3,0,0,unknown,no
30,services,single,secondary,no,2831,yes,yes,cellular,16,may,210,1,381,3,failure,no
46,management,married,tertiary,no,92,yes,no,cellular,30,jul,76,5,0,0,unknown,no
34,blue-collar,single,secondary,no,132,yes,no,telephone,20,may,130,1,0,0,unknown,no
32,management,married,tertiary,no,95,no,yes,cellular,29,feb,73,5,0,0,unknown,no
39,unemployed,married,secondary,no,134,no,no,unknown,22,jul,478,2,-1,0,unknown,yes
53,self-employed,married,secondary,no,567,yes,yes,cellular,22,nov,55,1,0,0,unknown,yes
22,technician,single,unknown,no,144,yes,no,cellular,14,jul,397,1,180,5,success,yes
33,unknown,single,tertiary,no,1482,yes,no,unknown,30,jan,389,2,-1,0,unknown,yes
60,blue-collar,married,primary,no,416,yes,no,cellular,11,jul,137,6,-1,1,failure,no
46,technician,married,secondary,no,72,yes,no,unknown,7,apr,1056,2,0,0,unknown,yes
35,management,single,secondary,no,1086,no,no,cellular,3,feb,130,2,-1,0,unknown,no
29,blue-collar,single,tertiary,no,96,no,no,telephone,25,jul,338,4,-1,0,unknown,no
56,blue-collar,divorced,tertiary,no,524,no,no,cellular,29,aug,177,1,-1,0,unknown,no
35,admin.,single,secondary,no,1035,yes,no,cellular,10,jul,17,2,0,0,unknown,no
45,management,single,tertiary,no,-14,yes,no,cellular,17,may,470,1,-1,0,unknown,no
58,blue-collar,divorced,primary,no,248,yes,no,unknown,19,may,157,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,2249,yes,no,unknown,3,jun,135,1,0,0,unknown,no
60,unemployed,single,secondary,no,-47,no,no,cellular,22,jul,804,3,0,0,unknown,yes
51,management,married,tertiary,no,29,no,no,cellular,21,aug,200,5,-1,0,unknown,no
29,admin.,single,secondary,no,366,yes,yes,cellular,19,nov,186,1,340,1,unknown,yes
50,entrepreneur,divorced,secondary,no,409,yes,no,unknown,22,may,1322,19,1,0,unknown,yes
57,management,single,tertiary,no,1071,no,no,unknown,10,sep,373,3,-1,0,unknown,yes
32,self-employed,single,tertiary,no,318,no,no,telephone,27,aug,85,5,-1,0,unknown,no
60,student,married,secondary,no,1105,no,no,cellular,6,jun,315,2,158,3,success,yes
33,blue-collar,married,secondary,no,190,no,no,cellular,30,apr,260,4,-1,0,unknown,no
32,admin.,single,secondary,no,119,no,no,unknown,4,may,128,2,-1,0,unknown,no
32,blue-collar,single,unknown,no,6256,yes,no,cellular,30,may,284,3,-1,0,unknown,no
30,admin.,single,secondary,no,2304,yes,yes,cellular,21,apr,916,1,-1,0,unknown,yes
28,technician,single,tertiary,no,1551,yes,no,cellular,13,may,136,5,352,1,other,yes
28,blue-collar,single,unknown,yes,170,no,no,cellular,5,apr,266,2,0,0,unknown,yes
51,retired,married,tertiary,no,1145,no,no,cellular,9,feb,416,3,-1,0,unknown,yes
57,entrepreneur,married,tertiary,no,108,no,no,unknown,4,may,485,1,-1,0,unknown,yes
50,blue-collar,married,secondary,no,521,yes,no,unknown,13,may,63,3,0,0,unknown,no
46,unemployed,married,tertiary,no,277,no,no,cellular,29,jul,590,2,0,0,unknown,no
54,blue-collar,married,tertiary,no,2221,no,no,cellular,3,jul,1632,2,0,0,unknown,yes
43,retired,single,tertiary,no,2689,no,no,telephone,9,dec,377,1,192,1,success,yes
30,technician,single,secondary,no,776,yes,no,cellular,22,apr,597,1,180,1,success,yes
55,blue-collar,married,secondary,no,1472,yes,no,unknown,15,jun,1034,2,-1,0,unknown,no
80,technician,married,tertiary,no,270,no,no,cellular,14,sep,377,1,96,1,success,yes
30,blue-collar,single,secondary,no,194,yes,no,cellular,15,jan,221,1,384,1,failure,no
41,management,single,tertiary,no,654,yes,no,unknown,20,may,862,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,290,yes,no,cellular,19,may,187,2,369,3,other,no
44,management,single,secondary,no,195,yes,no,unknown,2,may,116,3,0,0,unknown,no
35,entrepreneur,divorced,secondary,no,1675,yes,no,unknown,2,feb,195,1,0,0,unknown,no
44,blue-collar,single,tertiary,no,340,yes,no,unknown,15,jun,159,2,0,0,unknown,no
44,admin.,married,tertiary,no,3467,no,no,cellular,20,jun,1172,3,0,0,unknown,yes
35,management,single,tertiary,no,623,yes,no,unknown,4,may,526,1,0,0,unknown,no
59,retired,married,primary,no,279,no,yes,cellular,15,feb,146,8,191,0,other,no
81,services,married,secondary,no,526,yes,no,cellular,31,apr,663,2,0,0,unknown,yes
29,unemployed,single,tertiary,no,372,no,no,cellular,21,jul,171,5,0,0,unknown,no
35,admin.,single,secondary,no,123,yes,no,cellular,15,may,310,1,0,3,unknown,yes
28,admin.,married,secondary,no,630,yes,no,cellular,20,apr,759,1,0,0,unknown,yes
27,entrepreneur,single,primary,yes,-284,yes,no,unknown,14,may,224,2,0,0,unknown,yes
54,blue-collar,married,secondary,no,697,yes,no,cellular,14,may,108,2,343,3,failure,no
67,retired,married,primary,no,665,no,no,cellular,22,aug,130,1,181,3,success,no
28,management,single,tertiary,no,994,yes,no,cellular,10,may,147,1,-1,0,unknown,yes
38,self-employed,single,tertiary,no,183,yes,no,cellular,10,aug,390,2,94,3,success,yes
50,blue-collar,married,secondary,yes,-160,yes,no,unknown,20,may,172,1,-1,0,unknown,no
47,management,married,tertiary,no,4404,no,no,cellular,22,apr,29,12,-1,0,unknown,no
36,services,married,secondary,no,1533,yes,no,unknown,5,jun,707,1,-1,0,unknown,no
46,management,divorced,tertiary,no,186,yes,no,unknown,20,jun,435,1,0,0,unknown,yes
37,unemployed,divorced,primary,no,372,no,no,cellular,19,aug,945,3,95,3,other,yes
38,technician,single,secondary,no,1196,no,no,cellular,20,feb,369,3,312,4,unknown,no
35,blue-collar,single,tertiary,no,3252,no,yes,cellular,14,jan,403,2,184,4,failure,yes
41,blue-collar,married,primary,no,1338,no,no,cellular,14,oct,71,1,94,1,success,no
58,technician,divorced,unknown,no,2577,yes,no,unknown,28,apr,971,4,-1,0,unknown,no
38,technician,single,secondary,no,1096,no,no,cellular,29,aug,272,12,-1,0,unknown,no
37,unemployed,single,unknown,no,160,no,no,unknown,30,jul,391,2,-1,0,unknown,no
34,management,single,tertiary,no,2614,no,no,cellular,5,mar,343,1,358,1,success,yes
31,services,single,tertiary,no,311,yes,no,unknown,29,may,18,17,0,0,unknown,no
28,blue-collar,single,secondary,no,372,no,no,cellular,20,jun,424,2,-1,0,unknown,no
43,unemployed,single,primary,no,2763,no,no,cellular,2,sep,433,1,100,1,success,yes
52,services,married,tertiary,no,8685,yes,no,telephone,10,jul,323,2,-1,0,unknown,no
71,blue-collar,married,primary,no,1476,no,no,telephone,30,jul,254,3,0,0,unknown,no
41,management,married,tertiary,no,3385,no,no,unknown,20,jul,307,2,-1,0,unknown,no
35,blue-collar,single,unknown,no,48,no,no,unknown,14,jun,331,3,-1,0,unknown,no
33,services,married,secondary,no,30,yes,no,unknown,14,may,292,5,-1,0,unknown,no
32,technician,married,unknown,no,739,yes,no,cellular,5,aug,75,2,-1,0,unknown,no
37,technician,single,secondary,no,21,yes,no,unknown,21,may,21,3,-1,0,unknown,no
48,entrepreneur,married,primary,no,149,no,no,unknown,15,jun,1199,2,373,3,failure,no
58,retired,married,secondary,no,1660,no,no,unknown,6,jun,963,1,-1,0,unknown,yes
29,services,single,secondary,no,384,no,no,cellular,12,apr,865,2,385,5,other,yes
35,blue-collar,single,secondary,no,664,yes,no,cellular,13,may,297,3,338,1,failure,no
47,self-employed,divorced,secondary,no,157,no,no,unknown,9,feb,711,2,-1,0,unknown,no
47,entrepreneur,married,secondary,yes,-105,yes,yes,cellular,23,jul,1393,11,-1,0,unknown,no
54,admin.,married,primary,no,1151,no,no,unknown,19,apr,979,3,-1,0,unknown,yes
61,management,single,tertiary,no,97,no,yes,cellular,12,feb,1034,1,89,7,success,yes
30,self-employed,married,secondary,no,957,no,no,cellular,20,aug,474,2,190,1,success,yes
36,management,divorced,tertiary,no,237,no,no,cellular,20,aug,727,2,0,0,unknown,yes
42,technician,married,secondary,no,1408,no,yes,cellular,19,nov,79,1,0,0,unknown,no
37,entrepreneur,married,secondary,no,5755,yes,no,cellular,19,apr,1085,1,0,0,unknown,yes
37,management,single,tertiary,no,-264,no,no,cellular,17,nov,183,1,0,0,unknown,no
29,technician,single,secondary,no,310,yes,no,unknown,23,jun,297,2,-1,0,unknown,no
55,blue-collar,married,unknown,no,351,no,no,telephone,19,jan,36,3,-1,0,unknown,no
40,management,married,tertiary,no,1991,yes,no,cellular,13,apr,881,1,-1,0,unknown,yes
70,retired,divorced,primary,no,2970,no,no,telephone,21,oct,141,8,-1,0,unknown,no
40,management,married,secondary,no,496,yes,no,unknown,24,feb,259,2,0,0,unknown,no
41,blue-collar,married,secondary,no,228,yes,no,unknown,19,may,243,6,0,0,unknown,no
33,management,married,tertiary,no,280,no,no,cellular,30,aug,505,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,258,yes,yes,unknown,7,may,85,3,0,0,unknown,no
56,blue-collar,married,secondary,no,1974,yes,no,unknown,17,jun,250,1,0,0,unknown,no
37,management,single,tertiary,no,3055,yes,yes,unknown,19,feb,917,3,-1,0,unknown,yes
31,technician,married,secondary,no,2711,no,no,cellular,20,jun,1380,2,-1,0,unknown,yes
59,entrepreneur,single,tertiary,no,4365,yes,no,unknown,14,may,607,3,183,7,success,yes
45,blue-collar,single,primary,no,752,yes,no,unknown,15,may,864,4,0,0,unknown,no
58,retired,divorced,primary,no,-20,no,no,unknown,19,oct,140,2,-1,0,unknown,no
29,services,single,secondary,no,503,yes,no,cellular,12,apr,106,8,649,1,failure,no
53,admin.,married,secondary,no,1748,yes,no,telephone,7,feb,95,1,187,1,failure,no
47,blue-collar,married,unknown,no,227,no,no,telephone,18,mar,227,5,-1,0,unknown,no
54,services,married,tertiary,no,1874,no,no,cellular,4,jan,680,2,95,3,success,yes
53,technician,married,secondary,no,1818,yes,no,cellular,22,nov,186,1,1,0,unknown,no
35,retired,single,secondary,no,230,no,no,cellular,28,aug,112,2,-1,0,unknown,yes
37,services,married,secondary,no,103,yes,no,cellular,5,jan,37,7,338,4,failure,no
39,admin.,single,tertiary,no,147,yes,no,cellular,22,may,1428,1,-1,0,unknown,yes
29,blue-collar,divorced,primary,no,510,yes,yes,cellular,22,nov,320,6,-1,0,unknown,no
32,blue-collar,single,secondary,no,241,no,no,cellular,8,oct,384,1,-1,0,unknown,yes
37,management,single,tertiary,no,-167,no,no,telephone,30,jul,279,5,0,0,unknown,no
61,unemployed,single,secondary,no,1231,yes,no,cellular,20,apr,723,1,0,0,unknown,yes
