,start,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,end
171,<start>,18.97427,?,634226,10th,5.98945,Never-married,?,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
172,<start>,26.07442,Private,113823,Bachelors,12.93582,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
173,<start>,44.78919,Private,311671,Assoc-voc,10.91349,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
174,<start>,40.77909,Local-gov,277783,HS-grad,8.93521,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
175,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Other-service,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
176,<start>,33.63702,Self-emp-not-inc,167149,7th-8th,6.95875,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
177,<start>,41.79034,Private,445940,9th,4.95303,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,Mexico,<=50K,<end>
178,<start>,46.87664,Private,115070,Masters,13.87377,Never-married,Sales,Not-in-family,White,Male,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
179,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Craft-repair,Other-relative,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
180,<start>,24.93521,?,504871,Doctorate,15.95863,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,72.96647,United-States,<=50K,<end>
181,<start>,46.87664,Private,115070,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1901.99987,44.70118,United-States,>50K,<end>
182,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Adm-clerical,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
183,<start>,19.97490,Private,227491,Bachelors,12.93582,Married-civ-spouse,Other-service,Husband,White,Male,0.00000,0.00000,26.31134,United-States,<=50K,<end>
184,<start>,32.94546,Private,213226,HS-grad,8.93521,Divorced,Sales,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
185,<start>,29.87377,?,221936,Assoc-acdm,11.94126,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
186,<start>,45.96410,Private,103809,HS-grad,8.93521,Divorced,Sales,Husband,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
187,<start>,21.98945,Private,234641,Bachelors,12.93582,Separated,Sales,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
188,<start>,24.93521,Private,210184,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,44.70118,United-States,>50K,<end>
189,<start>,45.96410,Local-gov,359193,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,49.89895,United-States,<=50K,<end>
190,<start>,59.81604,Private,114678,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,43.81604,United-States,>50K,<end>
191,<start>,21.98945,Private,234641,Bachelors,12.93582,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
192,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
193,<start>,19.97490,?,284450,Some-college,9.97418,Never-married,?,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
194,<start>,40.77909,Private,66686,Masters,13.87377,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
195,<start>,18.97427,Private,97189,Bachelors,12.93582,Never-married,Exec-managerial,Own-child,White,Male,0.00000,0.00000,41.67911,United-States,<=50K,<end>
196,<start>,27.94126,Private,129305,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
197,<start>,63.94239,Private,379062,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
198,<start>,27.94126,Private,276973,Bachelors,12.93582,Never-married,Adm-clerical,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
199,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Prof-specialty,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
200,<start>,31.95863,State-gov,190682,Assoc-voc,10.91349,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
201,<start>,42.84286,?,52590,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
202,<start>,27.94126,Self-emp-not-inc,191389,Some-college,9.97418,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
203,<start>,45.96410,State-gov,178686,Assoc-voc,10.91349,Separated,?,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
204,<start>,31.95863,Private,311764,Bachelors,12.93582,Never-married,Adm-clerical,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
205,<start>,33.63702,Private,311764,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
206,<start>,27.94126,Private,176137,Some-college,9.97418,Never-married,Sales,Not-in-family,White,Female,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
207,<start>,22.95875,?,148751,Doctorate,15.95863,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,120.30137,United-States,<=50K,<end>
208,<start>,24.93521,?,317219,Bachelors,12.93582,Never-married,?,Not-in-family,White,Male,0.00000,0.00000,107.77007,United-States,<=50K,<end>
209,<start>,24.93521,Private,210184,Doctorate,15.95863,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,37.71282,United-States,<=50K,<end>
210,<start>,26.91349,Private,139903,HS-grad,8.93521,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
211,<start>,45.96410,?,634226,10th,5.98945,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,19.68782,United-States,<=50K,<end>
212,<start>,55.64639,Private,371064,Some-college,9.97418,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
213,<start>,46.87664,Private,107302,Bachelors,12.93582,Divorced,Sales,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
214,<start>,33.63702,Private,300528,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,44.70118,United-States,>50K,<end>
215,<start>,20.39295,?,185251,Some-college,9.97418,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
216,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Other-service,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
217,<start>,21.98945,Private,234641,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
218,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,16.44465,United-States,<=50K,<end>
219,<start>,47.81698,?,52590,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
220,<start>,27.94126,Private,198870,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,1095.63316,47.94239,United-States,<=50K,<end>
221,<start>,46.87664,Private,162572,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,43.81604,United-States,>50K,<end>
222,<start>,21.98945,Private,234641,HS-grad,8.93521,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
223,<start>,21.98945,Private,234641,Bachelors,12.93582,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
224,<start>,34.91585,Private,245361,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
225,<start>,27.94126,Private,27780,HS-grad,8.93521,Never-married,Sales,Own-child,White,Female,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
226,<start>,46.87664,Private,199046,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
227,<start>,32.94546,Private,213226,Masters,13.87377,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
228,<start>,45.96410,Private,114678,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,43.81604,United-States,>50K,<end>
229,<start>,40.77909,Private,113823,Masters,13.87377,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
230,<start>,21.98945,?,339168,12th,7.92482,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
231,<start>,19.42123,Private,178660,Assoc-voc,10.91349,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
232,<start>,18.97427,Private,97189,HS-grad,8.93521,Never-married,Other-service,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
233,<start>,45.96410,Private,116608,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
234,<start>,46.87664,Private,141511,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
235,<start>,30.87973,?,182191,HS-grad,8.93521,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
236,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
237,<start>,21.98945,Private,234641,HS-grad,8.93521,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
238,<start>,45.96410,Private,129305,Bachelors,12.93582,Never-married,Other-service,Not-in-family,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
239,<start>,27.94126,Local-gov,154863,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
240,<start>,40.77909,Local-gov,401134,HS-grad,8.93521,Divorced,Transport-moving,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
241,<start>,21.87085,Private,311764,12th,7.92482,Married-civ-spouse,Exec-managerial,Wife,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
242,<start>,40.77909,State-gov,277783,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,1901.99987,42.94843,United-States,>50K,<end>
243,<start>,45.96410,Private,46786,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1153.22777,49.89895,United-States,>50K,<end>
244,<start>,22.95875,Private,204621,Assoc-voc,10.69739,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
245,<start>,40.77909,Local-gov,401134,HS-grad,8.93521,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
246,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
247,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,26.57577,United-States,<=50K,<end>
248,<start>,65.89895,?,213149,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
249,<start>,22.95875,Private,74305,Bachelors,12.93582,Separated,Tech-support,Husband,White,Male,0.00000,0.00000,26.31134,United-States,<=50K,<end>
250,<start>,21.87085,Private,210932,Doctorate,10.69739,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
251,<start>,48.13674,Private,141511,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
252,<start>,27.94126,Private,134888,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
253,<start>,45.96410,Local-gov,359193,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
254,<start>,26.91349,State-gov,23740,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,79.83803,United-States,<=50K,<end>
255,<start>,33.63702,Local-gov,229531,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
256,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Sales,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
257,<start>,48.78595,Self-emp-not-inc,228729,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
258,<start>,40.77909,Local-gov,277783,HS-grad,8.93521,Divorced,Farming-fishing,Unmarried,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
259,<start>,28.93582,Private,192290,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
260,<start>,45.96410,Private,123053,Some-college,9.97418,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
261,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Handlers-cleaners,Own-child,White,Male,0.00000,0.00000,35.51659,United-States,<=50K,<end>
262,<start>,46.87664,Private,115070,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
263,<start>,18.97427,?,634226,10th,5.98945,Never-married,?,Own-child,White,Female,0.00000,0.00000,19.68782,United-States,<=50K,<end>
264,<start>,48.13674,Private,213226,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
265,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Prof-specialty,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
266,<start>,48.13674,?,52590,Bachelors,12.93582,Never-married,?,Not-in-family,White,Male,0.00001,0.00000,39.64639,United-States,<=50K,<end>
267,<start>,22.95875,Private,113823,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
268,<start>,18.97427,Private,66686,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
269,<start>,22.95875,Private,31606,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
270,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
271,<start>,24.33114,Private,58343,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
272,<start>,20.95303,Private,185251,HS-grad,8.93521,Divorced,Farming-fishing,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
273,<start>,40.77909,?,277783,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
274,<start>,53.71282,Private,173679,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
275,<start>,31.95863,?,199046,Assoc-voc,10.91349,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,2.66446,United-States,<=50K,<end>
276,<start>,48.13674,Private,336595,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1095.63316,24.77909,United-States,<=50K,<end>
277,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
278,<start>,19.97490,Private,227491,Some-college,9.97418,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
279,<start>,27.94126,Private,188610,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,1095.63316,26.31134,United-States,<=50K,<end>
280,<start>,41.27966,Private,220421,Bachelors,12.93582,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
281,<start>,63.94239,Private,379062,7th-8th,3.97490,Divorced,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
282,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Divorced,Craft-repair,Other-relative,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
283,<start>,22.95875,Private,31606,HS-grad,8.93521,Never-married,Farming-fishing,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
284,<start>,48.78595,Private,111891,HS-grad,8.93521,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
285,<start>,27.94126,?,126829,Some-college,9.97418,Divorced,?,Other-relative,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
286,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
287,<start>,46.87664,Private,348771,Assoc-voc,9.97418,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
288,<start>,36.90524,?,46786,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,119.10435,United-States,<=50K,<end>
289,<start>,22.95875,Private,31606,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
290,<start>,47.81698,Local-gov,154863,HS-grad,8.93521,Separated,Exec-managerial,Other-relative,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
291,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Separated,Protective-serv,Other-relative,White,Male,0.00000,0.00000,19.68782,United-States,<=50K,<end>
292,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
293,<start>,21.98945,?,77873,9th,4.95303,Never-married,?,Not-in-family,White,Male,0.00000,0.00000,24.53253,United-States,<=50K,<end>
294,<start>,41.79034,Local-gov,214143,Assoc-voc,7.92482,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,54.59815,United-States,<=50K,<end>
295,<start>,26.69739,State-gov,346189,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,34.81332,United-States,>50K,<end>
296,<start>,21.98945,?,77873,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
297,<start>,28.93582,Private,242482,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
298,<start>,63.94239,Private,379062,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
299,<start>,34.91585,Private,313930,Bachelors,12.93582,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,26.31134,United-States,<=50K,<end>
300,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Other-service,Not-in-family,White,Female,0.00000,0.00000,35.51659,United-States,<=50K,<end>
301,<start>,45.96410,?,634226,10th,15.95863,Married-civ-spouse,?,Husband,Black,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
302,<start>,27.94126,Private,324019,HS-grad,8.93521,Divorced,Other-service,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
303,<start>,19.97490,Self-emp-not-inc,191389,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
304,<start>,19.97490,Private,227491,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,Black,Male,0.00000,0.00000,29.96410,United-States,<=50K,<end>
305,<start>,24.08492,Private,66686,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
306,<start>,45.96410,Private,123053,Masters,13.87377,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
307,<start>,17.99372,?,395567,11th,6.95875,Never-married,?,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
308,<start>,46.87664,Self-emp-not-inc,277783,HS-grad,8.93521,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
309,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
310,<start>,46.87664,Private,141511,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1901.99987,59.73989,United-States,>50K,<end>
311,<start>,45.96410,Private,78104,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,59.14547,United-States,<=50K,<end>
312,<start>,46.87664,Private,116608,HS-grad,8.93521,Divorced,Farming-fishing,Not-in-family,Black,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
313,<start>,21.98945,Private,66686,Assoc-voc,10.91349,Never-married,Other-service,Unmarried,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
314,<start>,46.87664,Private,162945,Prof-school,14.87973,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
315,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
316,<start>,41.79034,Self-emp-not-inc,303044,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,58.55696,United-States,<=50K,<end>
317,<start>,47.81698,Private,185251,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,59.14547,United-States,<=50K,<end>
318,<start>,45.96410,Private,285066,12th,7.92482,Divorced,Exec-managerial,Other-relative,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
319,<start>,22.95875,Private,249385,7th-8th,3.97490,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
320,<start>,39.80748,Private,191544,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
321,<start>,19.97490,Private,227491,HS-grad,8.93521,Divorced,Craft-repair,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
322,<start>,20.95303,Private,185251,HS-grad,8.93521,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
323,<start>,27.94126,Private,478315,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
324,<start>,46.87664,Private,141511,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,1901.99987,49.89895,United-States,>50K,<end>
325,<start>,40.77909,Local-gov,401134,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
326,<start>,46.87664,Local-gov,321851,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
327,<start>,46.87664,Private,103179,Bachelors,12.93582,Never-married,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
328,<start>,26.91349,State-gov,23740,HS-grad,8.93521,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.00000,0.00000,37.71282,United-States,<=50K,<end>
329,<start>,27.94126,Self-emp-not-inc,191389,HS-grad,8.16617,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
330,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
331,<start>,46.87664,Private,224870,12th,7.92482,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
332,<start>,45.96410,Local-gov,359193,Some-college,9.97418,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
333,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
334,<start>,18.97427,Private,97189,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Female,0.00000,0.00000,35.87354,United-States,<=50K,<end>
335,<start>,46.87664,Private,131608,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
336,<start>,22.95875,Private,212370,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
337,<start>,42.84286,Self-emp-not-inc,113211,Bachelors,12.93582,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
338,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Other-service,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
339,<start>,22.95875,?,148751,Bachelors,12.93582,Never-married,?,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
340,<start>,21.98945,Private,234641,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
341,<start>,46.87664,Private,212143,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
342,<start>,45.96410,Local-gov,359193,Some-college,9.97418,Divorced,Sales,Unmarried,White,Female,0.00000,0.00000,47.94239,United-States,<=50K,<end>
